Start;Stop;;
9,575;9,6;53,1621;46,8154
9,5875;9,6125;59,1006;45,0262
9,6;9,625;59,2638;51,0228
9,6125;9,6375;53,5216;61,7633
9,625;9,65;53,337;71,8747
9,6375;9,6625;55,7495;75,4143
9,65;9,675;58,2009;79,9176
9,6625;9,6875;56,3748;72,6388
9,675;9,7;66,6337;65,8919
9,6875;9,7125;66,0984;63,7425
9,7;9,725;55,1497;54,103
9,7125;9,7375;59,1307;61,4178
9,725;9,75;65,2968;67,422
9,7375;9,7625;62,4464;64,2425
9,75;9,775;49,7323;59,7023
9,7625;9,7875;49,3691;62,2635
9,775;9,8;53,5046;61,1845
9,7875;9,8125;63,1684;56,302
9,8;9,825;65,2187;58,7785
9,8125;9,8375;56,9373;58,1018
9,825;9,85;56,047;62,9151
9,8375;9,8625;74,8414;75,2074
9,85;9,875;85,0069;80,4177
9,8625;9,8875;76,7168;71,4498
9,875;9,9;74,2867;59,2253
9,8875;9,9125;71,3904;55,1254
9,9;9,925;64,1863;59,6149
9,9125;9,9375;56,7379;57,5708
9,925;9,95;54,7151;56,1369
9,9375;9,9625;53,2317;64,9432
9,95;9,975;57,2633;75,7572
9,9625;9,9875;64,9806;76,2026
9,975;10;62,787;68,74
9,9875;10,0125;60,8373;66,4704
10;10,025;59,1755;69,1505
10,0125;10,0375;59,7863;85,8675
10,025;10,05;57,7208;85,6629
10,0375;10,0625;55,9297;65,821
10,05;10,075;63,2504;57,1872
10,0625;10,0875;66,7245;64,096
10,075;10,1;66,2278;73,4646
10,0875;10,1125;67,2308;75,796
10,1;10,125;78,7561;80,6299
10,1125;10,1375;97,6373;82,0952
10,125;10,15;98,1799;80,8581
10,1375;10,1625;84,4529;83,2577
10,15;10,175;85,8448;88,4169
10,1625;10,1875;87,0804;81,277
10,175;10,2;74,0353;67,1482
10,1875;10,2125;71,3809;80,5509
10,2;10,225;90,3692;92,8161
10,2125;10,2375;88,0286;93,373
10,225;10,25;78,3568;87,3591
10,2375;10,2625;71,6508;72,0397
10,25;10,275;60,5454;76,3661
10,2625;10,2875;58,0439;82,5097
10,275;10,3;61,2852;68,9752
10,2875;10,3125;62,3897;58,2621
10,3;10,325;63,6089;66,6118
10,3125;10,3375;70,7609;75,5395
10,325;10,35;68,2592;68,0073
10,3375;10,3625;72,8327;73,0876
10,35;10,375;75,2379;75,4475
10,3625;10,3875;81,7119;74,3674
10,375;10,4;96,5479;86,2781
10,3875;10,4125;97,7911;101,64
10,4;10,425;96,6997;100,852
10,4125;10,4375;95,0598;95,9492
10,425;10,45;91,2847;88,5704
10,4375;10,4625;79,5613;71,7339
10,45;10,475;62,8058;79,108
10,4625;10,4875;69,3084;83,5962
10,475;10,5;78,4476;77,5324
10,4875;10,5125;75,3309;80,2025
10,5;10,525;72,8713;86,2291
10,5125;10,5375;77,8912;86,4045
10,525;10,55;79,0609;87,0453
10,5375;10,5625;77,0069;84,1189
10,55;10,575;70,4512;83,0325
10,5625;10,5875;67,9395;79,2949
10,575;10,6;68,9145;69,8072
10,5875;10,6125;67,5152;68,5909
10,6;10,625;70,7062;68,4503
10,6125;10,6375;72,9406;64,287
10,625;10,65;63,1028;65,5437
10,6375;10,6625;58,4391;67,6073
10,65;10,675;58,403;65,139
10,6625;10,6875;57,957;59,7076
10,675;10,7;57,1434;60,65
10,6875;10,7125;57,8073;64,6014
10,7;10,725;56,8862;62,6401
10,7125;10,7375;53,3382;70,7059
10,725;10,75;60,8164;66,6611
10,7375;10,7625;61,9885;52,5676
10,75;10,775;57,7276;53,5843
10,7625;10,7875;254,745;264,344
10,775;10,8;590,75;543,115
10,7875;10,8125;545,92;485,774
10,8;10,825;2478,2;2802,4
10,8125;10,8375;3367,02;3488,81
10,825;10,85;2342,22;2126,08
10,8375;10,8625;743,488;624,312
10,85;10,875;650,255;583,678
10,8625;10,8875;533,19;464,578
10,875;10,9;482,311;368,103
10,8875;10,9125;381,505;320,721
10,9;10,925;303,831;276,799
10,9125;10,9375;279,155;242,433
10,925;10,95;258,92;223,52
10,9375;10,9625;268,379;256,354
10,95;10,975;278,756;325,112
10,9625;10,9875;242,623;310,176
10,975;11;523,993;596,901
10,9875;11,0125;539,351;619,847
11;11,025;222,938;262,05
11,0125;11,0375;194,612;211,657
11,025;11,05;177,918;195,853
11,0375;11,0625;112,548;110,332
11,05;11,075;103,092;98,6354
11,0625;11,0875;106,513;97,4187
11,075;11,1;359,619;347,313
11,0875;11,1125;500,786;527,923
11,1;11,125;771,537;834,752
11,1125;11,1375;2849,47;3382,95
11,125;11,15;2801,12;3345,42
11,1375;11,1625;523,859;680,551
11,15;11,175;543,489;564,282
11,1625;11,1875;523,261;423,796
11,175;11,2;378,395;301,512
11,1875;11,2125;368,484;283,333
11,2;11,225;285,994;240,036
11,2125;11,2375;216,859;193,536
11,225;11,25;184,575;149,578
11,2375;11,2625;162,606;132,809
11,25;11,275;123,157;118,138
11,2625;11,2875;107,566;105,236
11,275;11,3;107,314;107,335
11,2875;11,3125;101,706;96,8131
11,3;11,325;93,4435;84,443
11,3125;11,3375;97,767;90,2312
11,325;11,35;97,8197;95,9415
11,3375;11,3625;92,5157;83,2077
11,35;11,375;88,5119;71,6885
11,3625;11,3875;84,889;72,985
11,375;11,4;156,824;127,454
11,3875;11,4125;164,373;138,022
11,4;11,425;240,057;246,087
11,4125;11,4375;258,364;249,946
11,425;11,45;175;121,803
11,4375;11,4625;178,567;160,514
11,45;11,475;175,039;169,546
11,4625;11,4875;216,632;201,236
11,475;11,5;198,547;187,935
11,4875;11,5125;113,617;102,2
11,5;11,525;119,764;96,7205
11,5125;11,5375;142,507;110,571
11,525;11,55;142,604;104,481
11,5375;11,5625;157,553;102,725
11,55;11,575;179,202;121,621
11,5625;11,5875;159,438;123,327
11,575;11,6;145,521;117,588
11,5875;11,6125;156,145;111,025
11,6;11,625;161,427;116,845
11,6125;11,6375;174,11;138,749
11,625;11,65;155,248;133,922
11,6375;11,6625;126,266;105,079
11,65;11,675;144,207;106,531
11,6625;11,6875;152,352;118,173
11,675;11,7;141,509;105,184
11,6875;11,7125;133,818;108,311
11,7;11,725;136,581;120,426
11,7125;11,7375;136,994;107,326
11,725;11,75;138,439;120,485
