Start;Stop;;
10,0125;10,0375;356,836;285,271
10,025;10,05;349,085;290,072
10,0375;10,0625;388,014;337,255
10,05;10,075;382,632;330,051
10,0625;10,0875;385,673;322,466
10,075;10,1;360,342;330,412
10,0875;10,1125;353,51;330,044
10,1;10,125;378,308;322,642
10,1125;10,1375;378,752;329,955
10,125;10,15;364,313;322,769
10,1375;10,1625;338,745;295,6
10,15;10,175;337,051;295,038
10,1625;10,1875;366,802;306,447
10,175;10,2;384,715;326,11
10,1875;10,2125;352,831;307,409
10,2;10,225;330,128;277,654
10,2125;10,2375;363,398;300,341
10,225;10,25;353,544;309,972
10,2375;10,2625;304,449;291,596
10,25;10,275;298,557;281,377
10,2625;10,2875;330,033;298,263
10,275;10,3;322,407;295,977
10,2875;10,3125;289,235;262,806
10,3;10,325;328,66;275,362
10,3125;10,3375;359,953;306,036
10,325;10,35;327,264;296,38
10,3375;10,3625;279,023;255,743
10,35;10,375;274,198;240,046
10,3625;10,3875;287,348;265,32
10,375;10,4;288,536;275,638
10,3875;10,4125;271,751;250,039
10,4;10,425;281,516;247,251
10,4125;10,4375;296,17;256,982
10,425;10,45;261,505;227,572
10,4375;10,4625;230,026;210,269
10,45;10,475;265,536;244,564
10,4625;10,4875;271,896;256,399
10,475;10,5;240,604;230,463
10,4875;10,5125;248,656;224,328
10,5;10,525;254,993;243,89
10,5125;10,5375;218,237;225,063
10,525;10,55;199,664;199,56
10,5375;10,5625;216,385;202,235
10,55;10,575;238,305;198,377
10,5625;10,5875;227,617;185,502
10,575;10,6;195,889;181,145
10,5875;10,6125;205,601;203,382
10,6;10,625;215,798;203,76
10,6125;10,6375;209,617;196,229
10,625;10,65;196,89;187,81
10,6375;10,6625;198,31;174,222
10,65;10,675;212,016;171,453
10,6625;10,6875;208,724;161,267
10,675;10,7;201,425;190,544
10,6875;10,7125;207,706;205,9
10,7;10,725;202,743;186,418
10,7125;10,7375;197,689;195,003
10,725;10,75;194,819;206,298
10,7375;10,7625;181,948;190,017
10,75;10,775;190,891;182,169
10,7625;10,7875;235,201;190,763
10,775;10,8;253,343;203,144
10,7875;10,8125;285,597;237,366
10,8;10,825;644,332;525,618
10,8125;10,8375;1303,75;1022,39
10,825;10,85;1474,67;1186,45
10,8375;10,8625;1287,78;1092,76
10,85;10,875;1276,6;1075,58
10,8625;10,8875;1201,95;1024,61
10,875;10,9;1134,47;1035,14
10,8875;10,9125;1132,63;1072,04
10,9;10,925;1112,02;1066,28
10,9125;10,9375;1081,44;1044,77
10,925;10,95;1034,48;1016,55
10,9375;10,9625;977,15;988,771
10,95;10,975;940,424;964,443
10,9625;10,9875;898,019;924,4
10,975;11;889,528;912,817
10,9875;11,0125;874,775;913,092
11;11,025;896,41;908,643
11,0125;11,0375;859,934;881,573
11,025;11,05;847,74;871,675
11,0375;11,0625;837,289;863,041
11,05;11,075;812,797;843,174
11,0625;11,0875;790,655;803,036
11,075;11,1;747,663;760,292
11,0875;11,1125;772,233;756,675
11,1;11,125;748,242;715,721
11,1125;11,1375;763,867;727,066
11,125;11,15;773,179;730,459
11,1375;11,1625;785,901;733,254
11,15;11,175;738,385;699,752
11,1625;11,1875;685,412;656,048
11,175;11,2;696,418;636,152
11,1875;11,2125;689,67;617,34
11,2;11,225;681,414;603,44
11,2125;11,2375;642,481;557,532
11,225;11,25;643,282;569,491
11,2375;11,2625;633,422;548,088
11,25;11,275;611,953;517,563
11,2625;11,2875;599,485;510,617
11,275;11,3;576,478;508,22
11,2875;11,3125;608,59;536,163
11,3;11,325;625,546;541,807
11,3125;11,3375;612,662;549,759
11,325;11,35;575,845;517,146
11,3375;11,3625;583,114;523,326
11,35;11,375;584,27;525,962
11,3625;11,3875;565,036;500,532
11,375;11,4;554,986;493,686
11,3875;11,4125;579,88;539,285
11,4;11,425;613,477;559,814
11,4125;11,4375;622,471;552,413
11,425;11,45;573,261;527,083
11,4375;11,4625;530,628;488,665
11,45;11,475;580,615;531,737
11,4625;11,4875;581,905;533,828
11,475;11,5;537,731;505,318
11,4875;11,5125;518,444;491,579
11,5;11,525;563,559;516,038
11,5125;11,5375;582,341;513,306
11,525;11,55;516,653;469,328
11,5375;11,5625;482,461;449,644
11,55;11,575;498,222;455,136
11,5625;11,5875;508,676;445,494
11,575;11,6;762,264;596,286
11,5875;11,6125;992,875;699,657
11,6;11,625;1074,1;678,751
11,6125;11,6375;1010,21;658,732
11,625;11,65;1003,2;668,818
11,6375;11,6625;952,225;615,998
11,65;11,675;788,112;504,48
11,6625;11,6875;773,754;523,964
11,675;11,7;817,927;573,943
11,6875;11,7125;767,466;527,851
11,7;11,725;680,8;455,792
11,7125;11,7375;673,889;437,674
11,725;11,75;634,468;423,788
11,7375;11,7625;635,092;417,667
11,75;11,775;588,368;388,859
11,7625;11,7875;576,151;395,085
11,775;11,8;560,435;372,049
11,7875;11,8125;584,324;404,287
11,8;11,825;574,187;390,364
11,8125;11,8375;567,438;362,57
11,825;11,85;568,404;376,186
11,8375;11,8625;517,163;361,239
11,85;11,875;486,429;327,091
11,8625;11,8875;460,478;321,416
11,875;11,9;496,107;372,949
11,8875;11,9125;488,52;381,044
11,9;11,925;457,33;367,552
11,9125;11,9375;425,438;362,796
11,925;11,95;425,071;344,553
11,9375;11,9625;443,215;345,021
11,95;11,975;414,694;351,907
11,9625;11,9875;378,951;353,16
11,975;12;332,927;324,251
11,9875;12,0125;387,871;350,999
12;12,025;394,148;341,234
12,0125;12,0375;342,024;285,769
12,025;12,05;322,573;289,172
12,0375;12,0625;351,772;331,221
12,05;12,075;371,453;354,697
12,0625;12,0875;327,977;323,783
12,075;12,1;316,076;324,874
12,0875;12,1125;331,139;346,977
12,1;12,125;356,888;353,037
12,1125;12,1375;380,311;351,114
12,125;12,15;345,301;343,358
12,1375;12,1625;334,706;352,705
12,15;12,175;342,938;356,125
12,1625;12,1875;344,889;342,714
12,175;12,2;328,579;319,858
12,1875;12,2125;278,064;283,159
12,2;12,225;282,34;270,092
12,2125;12,2375;297,695;274,877
12,225;12,25;307,298;270,894
12,2375;12,2625;288,16;244,38
12,25;12,275;289,934;236,214
12,2625;12,2875;308,856;240,357
12,275;12,3;323,876;239,634
12,2875;12,3125;298,295;207,764
12,3;12,325;287,189;206,687
12,3125;12,3375;287,375;210,048
12,325;12,35;285,863;212,687
12,3375;12,3625;295,295;238,908
12,35;12,375;290,33;229,247
12,3625;12,3875;288,623;216,874
12,375;12,4;276,679;218,462
12,3875;12,4125;302,427;233,782
12,4;12,425;327,797;247,575
12,4125;12,4375;305,348;235,025
12,425;12,45;270,983;238,774
12,4375;12,4625;309,655;267,533
12,45;12,475;344,946;282,334
12,4625;12,4875;331,866;272,997
12,475;12,5;302,947;248,825
12,4875;12,5125;290,997;239,078
12,5;12,525;298,233;249,359
12,5125;12,5375;313,246;261,439
12,525;12,55;288,181;252,606
12,5375;12,5625;244,14;225,195
12,55;12,575;242,948;210,407
12,5625;12,5875;268,3;244,348
12,575;12,6;276,961;248,907
12,5875;12,6125;261,761;232,256
12,6;12,625;261,156;232,877
12,6125;12,6375;264,551;237,565
12,625;12,65;276,48;254,792
12,6375;12,6625;264,613;249,111
12,65;12,675;234,076;238,178
12,6625;12,6875;231,265;231,847
12,675;12,7;275,975;253,455
12,6875;12,7125;299,046;264,848
12,7;12,725;256,043;239,537
12,7125;12,7375;231,828;244,12
12,725;12,75;263,016;247,652
12,7375;12,7625;322,364;270,796
12,75;12,775;311,462;259,824
12,7625;12,7875;255,344;228,075
12,775;12,8;262,633;260,798
12,7875;12,8125;282,337;278,985
12,8;12,825;289,333;257,301
12,8125;12,8375;272,293;229,404
12,825;12,85;271,832;240,55
12,8375;12,8625;295,697;234,619
12,85;12,875;310,4;231,415
12,8625;12,8875;298,031;235,927
12,875;12,9;270,58;243,924
12,8875;12,9125;294,24;268,904
12,9;12,925;325,352;276,232
12,9125;12,9375;318,603;275,268
12,925;12,95;270,667;236,058
12,9375;12,9625;260,754;217,371
12,95;12,975;346,104;269,757
12,9625;12,9875;372,601;291,523
12,975;13;313,688;267,461
12,9875;13,0125;246,072;232,862
13;13,025;318,232;291,597
13,0125;13,0375;355,663;301,761
13,025;13,05;352,792;325,458
13,0375;13,0625;468,419;459,142
13,05;13,075;550,453;517,644
13,0625;13,0875;528,564;495,045
13,075;13,1;474,871;440,147
13,0875;13,1125;497,643;445,759
13,1;13,125;519,457;463,553
13,1125;13,1375;493,031;432,396
13,125;13,15;453,886;407,511
13,1375;13,1625;439,73;404,325
13,15;13,175;464,57;421,878
13,1625;13,1875;473,224;403,656
13,175;13,2;457,986;374,702
13,1875;13,2125;438,735;361,655
13,2;13,225;451,17;367,809
13,2125;13,2375;452,132;371,029
13,225;13,25;445,822;375,628
13,2375;13,2625;429,941;370,799
13,25;13,275;424,271;365,015
13,2625;13,2875;429,01;371,403
13,275;13,3;423,302;367,616
13,2875;13,3125;437,24;384,57
13,3;13,325;431,652;380,139
13,3125;13,3375;433,667;367,965
13,325;13,35;439,247;362,571
13,3375;13,3625;422,61;347,487
13,35;13,375;426,236;346,971
13,3625;13,3875;432,822;354,905
13,375;13,4;427,506;348,06
13,3875;13,4125;422,753;349,166
13,4;13,425;415,016;355,127
13,4125;13,4375;426,447;360,109
13,425;13,45;434,977;361,799
13,4375;13,4625;421,622;344,24
13,45;13,475;427,141;346,849
13,4625;13,4875;421,243;334,491
13,475;13,5;396,524;317,479
13,4875;13,5125;382,016;312,92
13,5;13,525;391,407;324,267
13,5125;13,5375;402,038;334,449
13,525;13,55;410,852;334,026
13,5375;13,5625;412,334;335,008
13,55;13,575;403,679;335,984
13,5625;13,5875;396,358;327,156
13,575;13,6;387,985;317,323
13,5875;13,6125;389,957;326,25
13,6;13,625;398,127;332,413
13,6125;13,6375;405,454;340,61
13,625;13,65;399,782;331,063
13,6375;13,6625;377,645;309,012
13,65;13,675;378,559;316,06
13,6625;13,6875;389,842;320,032
13,675;13,7;395,566;320,325
13,6875;13,7125;396,91;341,557
13,7;13,725;401,808;338,386
13,7125;13,7375;402,272;312,709
13,725;13,75;384,529;310,518
13,7375;13,7625;388,856;324,72
13,75;13,775;389,205;316,387
13,7625;13,7875;386,798;307,669
13,775;13,8;382,15;315,625
13,7875;13,8125;398,968;335,221
13,8;13,825;394,176;329,623
13,8125;13,8375;431,574;396,528
13,825;13,85;1020,7;925,998
13,8375;13,8625;1797,82;1702,7
13,85;13,875;1977,1;1966,8
13,8625;13,8875;1951,52;2083,33
13,875;13,9;1896,74;2037,7
13,8875;13,9125;1680,61;1791,98
13,9;13,925;1591,68;1699,67
13,9125;13,9375;1456,56;1574,61
13,925;13,95;1351,73;1454,43
13,9375;13,9625;1257,92;1326,41
13,95;13,975;1176,58;1237,5
13,9625;13,9875;1060,21;1099,81
13,975;14;1000,1;1064,39
13,9875;14,0125;1038,35;1086,53
14;14,025;980,869;1020,99
14,0125;14,0375;952,531;971,885
14,025;14,05;953,278;962,958
14,0375;14,0625;940,753;984,782
14,05;14,075;879,122;939,676
14,0625;14,0875;894,129;929,858
14,075;14,1;945,939;964,603
14,0875;14,1125;876,227;910,448
14,1;14,125;843,828;870,634
14,1125;14,1375;829,175;851,648
14,125;14,15;863,506;883,305
14,1375;14,1625;853,665;855,596
14,15;14,175;835,032;840,504
14,1625;14,1875;808,24;803,86
14,175;14,2;773,256;764,884
14,1875;14,2125;754,149;742,394
14,2;14,225;728,436;725,373
14,2125;14,2375;689,635;675,386
14,225;14,25;676,069;666,283
14,2375;14,2625;644,98;627,474
14,25;14,275;642,293;629,676
14,2625;14,2875;661,404;685,355
14,275;14,3;669,8;671,92
14,2875;14,3125;661,46;667,426
14,3;14,325;665,861;703,722
14,3125;14,3375;684,301;728,349
14,325;14,35;704,616;725,2
14,3375;14,3625;693,72;728,848
14,35;14,375;654,776;704,967
14,3625;14,3875;614,753;647,428
14,375;14,4;675,91;701,895
14,3875;14,4125;633,418;659,23
14,4;14,425;641,589;668,661
14,4125;14,4375;649,281;686,463
14,425;14,45;603,554;641,05
14,4375;14,4625;585,573;610,247
14,45;14,475;557,97;579,12
14,4625;14,4875;527,048;543,01
14,475;14,5;484,519;510,663
14,4875;14,5125;517,773;540,901
14,5;14,525;483,927;490,701
14,5125;14,5375;470,459;458,518
14,525;14,55;456,296;443,525
14,5375;14,5625;452,134;435,467
14,55;14,575;470,471;430,11
14,5625;14,5875;456,349;433,367
14,575;14,6;431,936;407,913
14,5875;14,6125;434,088;398,846
14,6;14,625;432,217;391,102
14,6125;14,6375;462,785;428,487
14,625;14,65;540,622;536,349
14,6375;14,6625;706,331;648,75
14,65;14,675;700,973;622,388
14,6625;14,6875;526,512;492,616
14,675;14,7;493,147;458,402
14,6875;14,7125;486,827;451,681
14,7;14,725;452,358;423,973
14,7125;14,7375;448,996;432,828
14,725;14,75;439,267;442,705
14,7375;14,7625;444,405;438,649
14,75;14,775;441,614;407,012
14,7625;14,7875;423,253;407,511
14,775;14,8;405,253;404,127
14,7875;14,8125;430,287;393,84
14,8;14,825;436,496;403,914
14,8125;14,8375;386,103;385,33
14,825;14,85;336,195;363,685
14,8375;14,8625;353,154;378,326
14,85;14,875;377,7;395,558
14,8625;14,8875;345,431;354,909
14,875;14,9;301,033;307,197
14,8875;14,9125;322,797;314,889
14,9;14,925;369,136;352,445
14,9125;14,9375;365,564;356,152
14,925;14,95;345,757;342,357
14,9375;14,9625;360,968;354,779
14,95;14,975;393,484;364,016
14,9625;14,9875;402,786;360,37
14,975;15;405,367;358,327
14,9875;15,0125;384,223;342,922
15;15,025;388,802;348,575
15,0125;15,0375;404,842;344,202
15,025;15,05;386,527;336,87
15,0375;15,0625;378,553;343,627
15,05;15,075;365,247;331,028
15,0625;15,0875;346,421;319,747
15,075;15,1;361,469;329,743
15,0875;15,1125;346,537;320,508
15,1;15,125;297,172;280,67
15,1125;15,1375;287,179;274,678
15,125;15,15;310,062;295,563
15,1375;15,1625;312,288;289,891
15,15;15,175;272,816;270,16
15,1625;15,1875;250,949;255,243
15,175;15,2;252,919;261,772
15,1875;15,2125;237,625;247,334
15,2;15,225;235,071;233,976
15,2125;15,2375;232,256;241,975
15,225;15,25;244,673;239,458
15,2375;15,2625;261,092;237,18
15,25;15,275;254,018;240,873
15,2625;15,2875;240,277;238,93
15,275;15,3;235,083;217,035
15,2875;15,3125;247,5;217,986
15,3;15,325;247,305;234,655
15,3125;15,3375;241,208;240,237
15,325;15,35;230,209;223,01
15,3375;15,3625;207,313;205,319
15,35;15,375;221,662;220,566
15,3625;15,3875;220,039;217,292
15,375;15,4;593,164;596,184
15,3875;15,4125;1104,17;1273,63
15,4;15,425;1589,42;2132,46
15,4125;15,4375;1746,37;2567,98
15,425;15,45;1769,51;2589,98
15,4375;15,4625;1868,42;2626,72
15,45;15,475;1850,32;2682,8
15,4625;15,4875;1712,85;2588,48
15,475;15,5;1535,18;2373,71
15,4875;15,5125;1427,85;2230,99
15,5;15,525;1374,16;2164,86
15,5125;15,5375;1337,12;2133,43
15,525;15,55;1264,29;2032,16
15,5375;15,5625;1222,38;1994,18
15,55;15,575;1137,85;1946,09
15,5625;15,5875;1006,86;1773,26
15,575;15,6;967,621;1656,37
15,5875;15,6125;917,274;1581,89
15,6;15,625;833,404;1478,1
15,6125;15,6375;740,055;1332,21
15,625;15,65;676,221;1218,46
15,6375;15,6625;630,152;1137,9
15,65;15,675;604,04;1076,61
15,6625;15,6875;608,906;1048,23
15,675;15,7;575,469;1007,38
15,6875;15,7125;535,403;925,272
15,7;15,725;490,957;834,623
15,7125;15,7375;440,486;748,964
15,725;15,75;421,336;688,094
15,7375;15,7625;420,546;675,092
15,75;15,775;395,514;646,071
15,7625;15,7875;363,181;597,524
15,775;15,8;381,133;573,747
15,7875;15,8125;356,762;544,979
15,8;15,825;310,664;509,634
15,8125;15,8375;311,848;473,45
15,825;15,85;307,081;441,158
15,8375;15,8625;283,386;407,236
15,85;15,875;260,479;380,97
15,8625;15,8875;264,227;367,112
15,875;15,9;262,017;340,549
15,8875;15,9125;238,957;317,282
15,9;15,925;230,246;295,647
15,9125;15,9375;226,991;273,233
15,925;15,95;230,935;260,452
15,9375;15,9625;251,195;271,266
15,95;15,975;247,585;260,482
15,9625;15,9875;236,343;242,359
15,975;16;217,797;227,393
15,9875;16,0125;216,535;226,873
16;16,025;224,075;227,353
16,0125;16,0375;211,293;228,974
16,025;16,05;188,121;227,421
16,0375;16,0625;204,658;235,409
16,05;16,075;211,982;251,391
16,0625;16,0875;220,095;257,279
16,075;16,1;230,324;266,411
16,0875;16,1125;240,811;303,758
16,1;16,125;285,38;341,715
16,1125;16,1375;324,69;374,139
16,125;16,15;426,111;501,251
16,1375;16,1625;668,658;793,541
16,15;16,175;1257,32;1831,96
16,1625;16,1875;1512,44;2329,27
16,175;16,2;1470,56;2079,16
16,1875;16,2125;1426,16;1822,22
16,2;16,225;1239,57;1673,5
16,2125;16,2375;1012,63;1512,78
16,225;16,25;903,566;1457,3
16,2375;16,2625;861,824;1403,95
16,25;16,275;733,696;1163,95
16,2625;16,2875;684,563;982,238
16,275;16,3;678,141;937,586
16,2875;16,3125;644,443;920,32
16,3;16,325;614,97;904,248
16,3125;16,3375;543,628;785,235
16,325;16,35;482,616;660,975
16,3375;16,3625;460,977;635,115
16,35;16,375;414,652;644,557
16,3625;16,3875;364,184;578,891
16,375;16,4;342,572;505,43
16,3875;16,4125;342,317;525,729
16,4;16,425;321,508;503,648
16,4125;16,4375;288,646;434,941
16,425;16,45;300,781;393,461
16,4375;16,4625;275,388;362,109
16,45;16,475;266,715;356,871
16,4625;16,4875;279,394;367,208
16,475;16,5;290,877;394,168
16,4875;16,5125;292,104;402,045
16,5;16,525;308,359;394,854
16,5125;16,5375;330,666;417,723
16,525;16,55;311,493;416,373
16,5375;16,5625;314,624;432,119
16,55;16,575;313,886;440,901
16,5625;16,5875;311,943;423,205
16,575;16,6;312,286;419,177
16,5875;16,6125;301,808;414,844
16,6;16,625;292,664;417,92
16,6125;16,6375;287,646;402,132
16,625;16,65;300,561;400,251
16,6375;16,6625;291,997;407,257
16,65;16,675;312,394;416,2
16,6625;16,6875;314,075;417,62
16,675;16,7;290,634;392,434
16,6875;16,7125;296,616;381,584
16,7;16,725;282,712;355,37
16,7125;16,7375;282,739;340,524
16,725;16,75;280,131;341,671
16,7375;16,7625;257,158;338,11
16,75;16,775;234,619;338,167
16,7625;16,7875;246,022;336,48
16,775;16,8;262,091;338,933
16,7875;16,8125;264,075;328,191
16,8;16,825;275,408;320,374
16,8125;16,8375;268,726;312,839
16,825;16,85;248,217;308,541
16,8375;16,8625;274,924;349,411
16,85;16,875;264,155;343,76
16,8625;16,8875;246,039;303,983
16,875;16,9;305,751;320,833
16,8875;16,9125;442,316;416,503
16,9;16,925;567,479;511,611
16,9125;16,9375;876,354;746,719
16,925;16,95;1024,17;830,783
16,9375;16,9625;939,592;764,564
16,95;16,975;951,47;777,313
16,9625;16,9875;944,175;729,274
16,975;17;873,701;704,604
16,9875;17,0125;814,69;685,536
17;17,025;743,646;615,997
17,0125;17,0375;706,017;600,54
17,025;17,05;676,146;572,5
17,0375;17,0625;650,717;546,321
17,05;17,075;599,988;522,162
17,0625;17,0875;556,567;478,004
17,075;17,1;568,868;492,191
17,0875;17,1125;521,956;467,243
17,1;17,125;485,247;448,311
17,1125;17,1375;450,712;453,956
17,125;17,15;452,688;468,986
17,1375;17,1625;447,782;458,675
17,15;17,175;442,113;448,442
17,1625;17,1875;420,127;409,975
17,175;17,2;407,699;397,734
17,1875;17,2125;418,392;415,609
17,2;17,225;401,321;407,725
17,2125;17,2375;420,761;426,848
17,225;17,25;414,681;426,964
17,2375;17,2625;430,568;463,124
17,25;17,275;449,707;488,545
17,2625;17,2875;430,104;486,156
17,275;17,3;447,763;515,266
17,2875;17,3125;449,966;541,307
17,3;17,325;437,096;538,191
17,3125;17,3375;443,831;539,568
17,325;17,35;422,443;532,107
17,3375;17,3625;415,815;507,52
17,35;17,375;403,723;484,012
17,3625;17,3875;385,361;462,641
17,375;17,4;381,038;440,875
17,3875;17,4125;385,59;442,779
17,4;17,425;378,282;440,417
17,4125;17,4375;397,625;464,231
17,425;17,45;421,959;474,151
17,4375;17,4625;421,982;466,306
17,45;17,475;464,16;499,4
17,4625;17,4875;457,278;500,894
17,475;17,5;417,53;483,011
17,4875;17,5125;400,405;476,233
17,5;17,525;388,608;459,866
17,5125;17,5375;408,58;442,172
17,525;17,55;409,97;420,221
17,5375;17,5625;392,473;391,54
17,55;17,575;395,087;380,08
17,5625;17,5875;374,783;360,197
17,575;17,6;361,708;357,655
17,5875;17,6125;382,754;371,642
17,6;17,625;370,265;359,176
17,6125;17,6375;374,565;362,594
17,625;17,65;366,535;342,82
17,6375;17,6625;363,844;342,772
17,65;17,675;389,078;358,273
17,6625;17,6875;387,893;365,459
17,675;17,7;367,667;360,647
17,6875;17,7125;389,375;359,55
17,7;17,725;379,308;344,015
17,7125;17,7375;372,387;330,473
17,725;17,75;365,049;327,729
17,7375;17,7625;340,555;332,723
17,75;17,775;336,316;339,016
17,7625;17,7875;327,656;324,591
17,775;17,8;321,749;314,518
17,7875;17,8125;336,257;320,484
17,8;17,825;336,995;316,231
17,8125;17,8375;308,708;291,002
17,825;17,85;305,027;295,865
17,8375;17,8625;312,631;325,669
17,85;17,875;287,091;321,226
17,8625;17,8875;290,11;326,726
17,875;17,9;313,954;333,553
17,8875;17,9125;292,914;300,009
17,9;17,925;283,644;284,288
17,9125;17,9375;292,517;285,638
17,925;17,95;294,704;278,503
17,9375;17,9625;301,266;293,455
17,95;17,975;266,794;290,042
17,9625;17,9875;261,474;282,404
17,975;18;281,185;282,948
17,9875;18,0125;252,169;253,191
18;18,025;264,589;264,146
18,0125;18,0375;271,946;280,353
18,025;18,05;248,215;262,502
18,0375;18,0625;240,875;246,107
18,05;18,075;224,757;230,71
18,0625;18,0875;238,172;231,905
18,075;18,1;256,666;238,728
18,0875;18,1125;234,564;221,514
18,1;18,125;215,205;192,513
18,1125;18,1375;218,292;183,326
18,125;18,15;198,093;181,901
18,1375;18,1625;195,148;193,404
18,15;18,175;207,471;198,365
18,1625;18,1875;223,334;184,071
18,175;18,2;279,58;237,054
18,1875;18,2125;284,358;255,544
18,2;18,225;273,515;242,954
18,2125;18,2375;262,217;226,019
18,225;18,25;227,995;195,671
18,2375;18,2625;230,272;186,959
18,25;18,275;228,01;185,795
18,2625;18,2875;222,876;202,849
18,275;18,3;204,915;200,219
18,2875;18,3125;197,576;193,506
18,3;18,325;212,139;197,523
18,3125;18,3375;220,844;210,801
18,325;18,35;214,689;209,611
18,3375;18,3625;205,43;203,33
18,35;18,375;197,895;204,5
18,3625;18,3875;166,54;178,745
18,375;18,4;172,517;178,656
18,3875;18,4125;187,548;189,536
18,4;18,425;206,215;201,2
18,4125;18,4375;791,496;1208,47
18,425;18,45;1513,35;2280,69
18,4375;18,4625;1877,33;2787,86
18,45;18,475;1796,88;2817,66
18,4625;18,4875;1637,9;2675,71
18,475;18,5;1514,53;2344,8
18,4875;18,5125;1409,42;2125,85
18,5;18,525;1377,75;2089,01
18,5125;18,5375;1377,56;1917,95
18,525;18,55;1429,51;1822,55
18,5375;18,5625;1348,56;1734,09
18,55;18,575;1330,18;1648,9
18,5625;18,5875;1319,62;1663,46
18,575;18,6;1248,14;1627,47
18,5875;18,6125;1217,21;1592,66
18,6;18,625;1166,29;1454,84
18,6125;18,6375;1145,93;1341,83
18,625;18,65;1039,47;1225,6
18,6375;18,6625;1002,18;1141,65
18,65;18,675;1000,76;1137,34
18,6625;18,6875;973,724;1116,58
18,675;18,7;924,078;1057,01
18,6875;18,7125;841,046;970,211
18,7;18,725;783,595;908,637
18,7125;18,7375;765,485;841,183
18,725;18,75;742,22;770,388
18,7375;18,7625;698,012;706,03
18,75;18,775;677,292;677,864
18,7625;18,7875;638,254;623,923
18,775;18,8;627,139;573,816
18,7875;18,8125;643,382;585,86
18,8;18,825;623,003;570,45
18,8125;18,8375;584,067;540,832
18,825;18,85;565,083;529,969
18,8375;18,8625;536,339;509,99
18,85;18,875;517,773;502,837
18,8625;18,8875;519,279;498,45
18,875;18,9;489,726;492,985
18,8875;18,9125;512,701;522,58
18,9;18,925;519,588;529,368
18,9125;18,9375;488,371;504,325
18,925;18,95;488,235;504,867
18,9375;18,9625;461,985;475,495
18,95;18,975;488,433;491,814
18,9625;18,9875;495,491;510,961
18,975;19;470,139;515,499
18,9875;19,0125;472,962;532,982
19;19,025;443,667;504,005
19,0125;19,0375;425,839;499,771
19,025;19,05;429,723;521,513
19,0375;19,0625;416,517;526,116
19,05;19,075;396,29;493,433
19,0625;19,0875;396,873;494,851
19,075;19,1;392,935;506,417
19,0875;19,1125;387,085;493,497
19,1;19,125;397,003;487,996
19,1125;19,1375;386,514;472,353
19,125;19,15;382,86;484,142
19,1375;19,1625;384,077;495,282
19,15;19,175;361,791;484,583
19,1625;19,1875;384,154;511,116
19,175;19,2;398,795;511,156
19,1875;19,2125;372,558;474,176
19,2;19,225;378,183;467,388
19,2125;19,2375;384,473;474,182
19,225;19,25;475,172;516,068
19,2375;19,2625;562,488;575,469
19,25;19,275;562,426;628,073
19,2625;19,2875;610,762;666,628
19,275;19,3;604,839;664,536
19,2875;19,3125;608,909;695,636
19,3;19,325;622,215;713,222
19,3125;19,3375;594,419;697,041
19,325;19,35;579,036;686,201
19,3375;19,3625;529,559;645,069
19,35;19,375;522,036;627,292
19,3625;19,3875;495,153;586,53
19,375;19,4;482,434;572,711
19,3875;19,4125;472,819;570,963
19,4;19,425;460,442;546
19,4125;19,4375;439,38;520,563
19,425;19,45;419,304;493,068
19,4375;19,4625;395,249;450,536
19,45;19,475;370,407;426,166
19,4625;19,4875;370,51;427,979
19,475;19,5;371,27;428,153
19,4875;19,5125;348,604;394,164
19,5;19,525;328,552;375,756
19,5125;19,5375;323,281;378,481
19,525;19,55;288,294;334,642
19,5375;19,5625;303,076;331,833
19,55;19,575;309,92;331,666
19,5625;19,5875;289,912;315,248
19,575;19,6;278,825;299,473
19,5875;19,6125;268,15;284,571
19,6;19,625;257,759;267,811
19,6125;19,6375;261,257;273,91
19,625;19,65;262,437;268,253
19,6375;19,6625;253,944;256,346
19,65;19,675;239,211;253,492
19,6625;19,6875;237,287;251,118
19,675;19,7;242,533;244,107
19,6875;19,7125;233,625;239,554
19,7;19,725;220,722;230,386
19,7125;19,7375;213,851;224,021
19,725;19,75;204,566;213,794
19,7375;19,7625;198,498;218,272
19,75;19,775;204,452;221,874
19,7625;19,7875;214,891;218,61
19,775;19,8;201,401;214,98
19,7875;19,8125;177,544;197,823
19,8;19,825;172,829;184,234
19,8125;19,8375;181,86;184,147
19,825;19,85;159,118;162,714
19,8375;19,8625;160,435;165,867
19,85;19,875;179,123;185,601
19,8625;19,8875;170,453;177,636
19,875;19,9;166,69;165,154
19,8875;19,9125;186,932;175,455
19,9;19,925;232,126;190,756
19,9125;19,9375;296,719;249,266
19,925;19,95;474,455;438,552
19,9375;19,9625;785,466;544,843
19,95;19,975;1030,47;520,863
19,9625;19,9875;1272,41;628,276
19,975;20;1408,39;758,373
19,9875;20,0125;1182,12;797,852
20;20,025;913,527;846,02
20,0125;20,0375;843,697;768,855
20,025;20,05;782,804;690,07
20,0375;20,0625;743,599;669,456
20,05;20,075;702,165;631,826
20,0625;20,0875;701,876;618,959
20,075;20,1;687,68;617,097
20,0875;20,1125;683,304;645,223
20,1;20,125;617,84;573,097
20,1125;20,1375;635,037;608,199
20,125;20,15;606,324;583,657
20,1375;20,1625;584,997;572,157
20,15;20,175;613,789;597,385
20,1625;20,1875;550,037;543,774
20,175;20,2;548,77;552,838
20,1875;20,2125;546,478;541,443
20,2;20,225;543,56;565,256
