Start;Stop;;;;
10,275;10,3;77;160;89;131
10,2875;10,3125;78;160;75;126
10,3;10,325;73;140;54;119
10,3125;10,3375;52;103;35;95
10,325;10,35;30;84;26;83
10,3375;10,3625;25;89;21;81
10,35;10,375;27;100;25;71
10,3625;10,3875;26;92;28;75
10,375;10,4;18;75;26;72
10,3875;10,4125;17;69;22;64
10,4;10,425;30;75;29;92
10,4125;10,4375;38;121;48;143
10,425;10,45;41;171;69;188
10,4375;10,4625;44;205;66;214
10,45;10,475;42;225;83;225
10,4625;10,4875;67;224;115;239
10,475;10,5;89;223;125;244
10,4875;10,5125;75;218;114;249
10,5;10,525;88;221;129;252
10,5125;10,5375;86;232;160;243
10,525;10,55;69;230;144;236
10,5375;10,5625;79;222;122;229
10,55;10,575;66;212;95;212
10,5625;10,5875;60;205;57;190
10,575;10,6;67;193;52;174
10,5875;10,6125;64;194;62;180
10,6;10,625;52;198;55;171
10,6125;10,6375;47;202;56;168
10,625;10,65;54;173;66;160
10,6375;10,6625;39;125;48;129
10,65;10,675;27;132;53;144
10,6625;10,6875;42;152;69;166
10,675;10,7;54;159;68;159
10,6875;10,7125;43;142;63;137
10,7;10,725;27;122;47;115
10,7125;10,7375;27;107;37;105
10,725;10,75;28;89;31;98
10,7375;10,7625;24;84;28;93
10,75;10,775;26;90;30;91
10,7625;10,7875;24;92;26;108
10,775;10,8;14;95;24;111
10,7875;10,8125;10;98;24;96
10,8;10,825;16;93;20;96
10,8125;10,8375;22;82;20;98
10,825;10,85;18;67;14;75
10,8375;10,8625;13;71;13;71
10,85;10,875;20;97;18;90
10,8625;10,8875;21;141;15;130
10,875;10,9;37;185;40;195
10,8875;10,9125;81;222;102;225
10,9;10,925;92;246;136;242
10,9125;10,9375;102;249;153;263
10,925;10,95;121;254;184;263
10,9375;10,9625;118;254;187;264
10,95;10,975;125;240;170;264
10,9625;10,9875;124;229;164;259
10,975;11;149;251;174;263
10,9875;11,0125;186;269;202;270
11;11,025;175;249;215;258
11,0125;11,0375;135;213;184;235
11,025;11,05;79;165;130;219
11,0375;11,0625;65;143;91;184
11,05;11,075;78;169;70;162
11,0625;11,0875;56;162;64;157
11,075;11,1;38;113;48;127
11,0875;11,1125;37;92;33;102
11,1;11,125;29;96;29;100
11,1125;11,1375;31;97;29;96
11,125;11,15;36;91;32;93
11,1375;11,1625;31;80;35;90
11,15;11,175;31;75;33;83
11,1625;11,1875;32;81;31;91
11,175;11,2;27;98;32;110
11,1875;11,2125;36;133;33;128
11,2;11,225;45;129;42;151
11,2125;11,2375;39;91;52;127
11,225;11,25;30;68;40;89
11,2375;11,2625;27;93;35;105
11,25;11,275;32;100;35;103
11,2625;11,2875;27;76;29;83
11,275;11,3;25;67;29;78
11,2875;11,3125;30;56;30;74
11,3;11,325;30;46;26;70
11,3125;11,3375;27;40;23;68
11,325;11,35;26;43;32;71
11,3375;11,3625;27;54;39;71
11,35;11,375;27;69;32;73
11,3625;11,3875;24;73;26;76
11,375;11,4;23;55;24;74
11,3875;11,4125;25;42;24;62
11,4;11,425;25;43;25;60
11,4125;11,4375;25;39;27;63
11,425;11,45;25;40;26;59
11,4375;11,4625;25;51;22;107
11,45;11,475;27;61;22;121
11,4625;11,4875;29;83;23;112
11,475;11,5;31;91;33;129
11,4875;11,5125;33;86;37;115
11,5;11,525;36;111;29;104
11,5125;11,5375;34;116;23;119
11,525;11,55;36;114;34;148
11,5375;11,5625;48;125;39;162
11,55;11,575;45;124;39;169
11,5625;11,5875;31;146;43;172
11,575;11,6;33;162;46;157
11,5875;11,6125;41;168;51;173
11,6;11,625;36;166;51;179
11,6125;11,6375;50;154;44;190
11,625;11,65;53;166;46;205
11,6375;11,6625;55;182;59;198
11,65;11,675;56;181;53;192
11,6625;11,6875;49;191;46;172
11,675;11,7;71;205;62;165
11,6875;11,7125;68;186;62;169
11,7;11,725;61;172;54;172
11,7125;11,7375;56;173;58;183
11,725;11,75;46;175;64;188
11,7375;11,7625;51;178;71;188
11,75;11,775;62;173;65;169
11,7625;11,7875;69;173;56;174
11,775;11,8;58;177;70;190
11,7875;11,8125;64;171;92;191
11,8;11,825;78;182;99;193
11,8125;11,8375;60;193;84;189
11,825;11,85;71;185;74;197
11,8375;11,8625;72;181;76;200
11,85;11,875;68;188;67;189
11,8625;11,8875;83;176;65;186
11,875;11,9;80;172;77;188
11,8875;11,9125;74;195;83;189
11,9;11,925;82;194;89;186
11,9125;11,9375;115;175;105;179
11,925;11,95;104;177;103;201
11,9375;11,9625;83;191;93;209
11,95;11,975;88;177;85;200
11,9625;11,9875;84;179;65;194
11,975;12;83;187;52;171
11,9875;12,0125;89;168;74;177
12;12,025;82;154;72;180
12,0125;12,0375;72;149;74;175
12,025;12,05;80;164;88;168
12,0375;12,0625;89;167;72;168
12,05;12,075;85;154;62;166
12,0625;12,0875;87;151;68;152
12,075;12,1;78;155;81;165
12,0875;12,1125;69;168;86;171
12,1;12,125;73;176;83;164
12,1125;12,1375;72;169;74;163
12,125;12,15;84;176;71;172
12,1375;12,1625;91;182;66;169
12,15;12,175;86;185;73;179
12,1625;12,1875;91;181;86;182
12,175;12,2;84;156;88;168
12,1875;12,2125;83;160;80;163
12,2;12,225;76;156;67;163
12,2125;12,2375;67;169;77;165
12,225;12,25;75;191;81;164
12,2375;12,2625;71;178;81;155
12,25;12,275;69;175;76;146
12,2625;12,2875;76;166;64;150
12,275;12,3;98;157;80;158
12,2875;12,3125;110;153;83;171
12,3;12,325;86;154;79;174
12,3125;12,3375;81;158;72;165
12,325;12,35;89;171;60;157
12,3375;12,3625;90;180;66;156
12,35;12,375;71;175;78;156
12,3625;12,3875;60;164;84;161
12,375;12,4;82;158;73;169
12,3875;12,4125;96;162;60;162
12,4;12,425;87;153;53;162
12,4125;12,4375;82;156;54;177
12,425;12,45;82;177;68;165
12,4375;12,4625;80;173;74;155
12,45;12,475;84;169;76;159
12,4625;12,4875;77;158;79;163
12,475;12,5;79;159;73;163
12,4875;12,5125;93;171;67;158
12,5;12,525;90;165;71;158
12,5125;12,5375;89;152;74;167
12,525;12,55;94;135;71;159
12,5375;12,5625;99;127;60;143
12,55;12,575;87;154;54;153
12,5625;12,5875;79;158;65;143
12,575;12,6;88;142;65;142
12,5875;12,6125;98;133;64;159
12,6;12,625;96;125;79;147
12,6125;12,6375;90;145;101;131
12,625;12,65;91;144;102;124
12,6375;12,6625;78;128;83;115
12,65;12,675;75;132;87;114
12,6625;12,6875;74;131;75;125
12,675;12,7;71;134;55;134
12,6875;12,7125;65;143;53;132
12,7;12,725;57;142;62;127
12,7125;12,7375;63;141;58;138
12,725;12,75;62;150;47;134
12,7375;12,7625;60;155;61;131
12,75;12,775;62;138;57;142
12,7625;12,7875;63;142;53;140
12,775;12,8;65;143;78;130
12,7875;12,8125;61;138;86;124
12,8;12,825;64;147;77;132
12,8125;12,8375;61;155;71;143
12,825;12,85;60;161;68;149
12,8375;12,8625;61;145;65;143
12,85;12,875;59;132;64;128
12,8625;12,8875;62;141;63;125
12,875;12,9;64;145;69;134
12,8875;12,9125;63;153;64;145
12,9;12,925;79;153;55;150
12,9125;12,9375;75;143;54;138
12,925;12,95;53;138;65;123
12,9375;12,9625;55;138;71;121
12,95;12,975;62;135;54;146
12,9625;12,9875;63;128;43;141
12,975;13;66;142;54;113
12,9875;13,0125;61;148;69;124
13;13,025;57;144;56;128
13,0125;13,0375;62;149;49;128
13,025;13,05;68;146;61;133
13,0375;13,0625;72;146;71;139
13,05;13,075;65;145;68;141
13,0625;13,0875;74;132;60;139
13,075;13,1;77;143;58;131
13,0875;13,1125;66;136;56;125
13,1;13,125;70;126;53;125
13,1125;13,1375;68;136;62;122
13,125;13,15;62;137;66;124
13,1375;13,1625;61;122;59;132
13,15;13,175;57;126;61;114
13,1625;13,1875;52;144;55;102
13,175;13,2;56;139;50;108
13,1875;13,2125;63;133;58;116
13,2;13,225;56;130;63;131
13,2125;13,2375;50;129;59;136
13,225;13,25;55;129;53;117
13,2375;13,2625;53;117;47;91
13,25;13,275;53;110;47;104
13,2625;13,2875;38;123;32;122
13,275;13,3;25;95;25;93
13,2875;13,3125;23;69;33;73
13,3;13,325;22;73;39;84
13,3125;13,3375;22;72;38;77
13,325;13,35;22;63;33;68
13,3375;13,3625;22;54;28;52
13,35;13,375;20;42;20;38
13,3625;13,3875;19;35;21;45
13,375;13,4;21;46;21;53
13,3875;13,4125;22;53;20;58
13,4;13,425;17;69;17;67
13,4125;13,4375;12;102;10;88
13,425;13,45;17;110;13;99
13,4375;13,4625;21;97;19;106
13,45;13,475;20;93;20;120
13,4625;13,4875;24;86;21;108
13,475;13,5;24;74;20;74
13,4875;13,5125;21;52;20;62
13,5;13,525;19;35;21;53
13,5125;13,5375;19;29;21;31
13,525;13,55;19;23;19;27
13,5375;13,5625;18;21;18;31
13,55;13,575;19;21;19;33
13,5625;13,5875;19;20;19;28
13,575;13,6;18;25;19;25
13,5875;13,6125;19;25;19;23
13,6;13,625;18;21;18;19
13,6125;13,6375;18;21;18;19
13,625;13,65;19;23;19;23
13,6375;13,6625;20;23;19;32
13,65;13,675;19;23;19;27
13,6625;13,6875;19;21;19;21
13,675;13,7;20;21;19;23
13,6875;13,7125;19;25;19;23
13,7;13,725;19;23;19;35
13,7125;13,7375;19;29;21;53
13,725;13,75;21;34;21;50
13,7375;13,7625;24;27;18;42
13,75;13,775;24;27;24;63
13,7625;13,7875;25;38;27;80
13,775;13,8;19;48;21;82
13,7875;13,8125;13;65;23;89
13,8;13,825;16;73;20;101
13,8125;13,8375;18;91;22;116
13,825;13,85;21;111;29;110
13,8375;13,8625;31;111;38;114
13,85;13,875;36;128;44;129
13,8625;13,8875;27;127;39;109
13,875;13,9;38;121;38;104
13,8875;13,9125;42;123;40;108
13,9;13,925;40;119;43;101
13,9125;13,9375;51;121;49;109
13,925;13,95;46;109;50;121
13,9375;13,9625;39;110;45;119
13,95;13,975;46;125;54;107
13,9625;13,9875;55;135;57;115
13,975;14;55;137;49;133
13,9875;14,0125;49;124;53;134
14;14,025;51;141;52;135
14,0125;14,0375;46;150;50;142
14,025;14,05;50;123;60;130
14,0375;14,0625;61;115;61;116
14,05;14,075;58;140;53;127
14,0625;14,0875;55;153;55;140
14,075;14,1;55;145;57;133
14,0875;14,1125;55;143;60;133
14,1;14,125;57;132;66;152
14,1125;14,1375;64;138;71;149
14,125;14,15;66;164;81;152
14,1375;14,1625;59;173;82;155
14,15;14,175;66;166;68;137
14,1625;14,1875;77;168;61;143
14,175;14,2;64;162;66;153
14,1875;14,2125;66;163;69;155
14,2;14,225;69;160;57;160
14,2125;14,2375;57;141;54;157
14,225;14,25;63;154;64;159
14,2375;14,2625;61;173;75;160
14,25;14,275;59;174;68;153
14,2625;14,2875;72;170;57;147
14,275;14,3;60;155;58;147
14,2875;14,3125;57;157;71;162
14,3;14,325;55;169;78;152
14,3125;14,3375;53;154;75;145
14,325;14,35;62;144;72;151
14,3375;14,3625;62;156;66;149
14,35;14,375;68;160;71;148
14,3625;14,3875;57;149;80;153
14,375;14,4;48;153;82;149
14,3875;14,4125;53;161;68;131
14,4;14,425;50;160;59;129
14,4125;14,4375;53;159;53;133
14,425;14,45;50;146;43;133
14,4375;14,4625;54;156;57;125
14,45;14,475;64;163;65;123
14,4625;14,4875;58;160;61;141
14,475;14,5;51;173;77;160
14,4875;14,5125;45;180;79;162
14,5;14,525;70;187;70;153
14,5125;14,5375;86;190;62;141
14,525;14,55;87;176;68;126
14,5375;14,5625;91;179;77;114
14,55;14,575;76;185;71;124
14,5625;14,5875;74;176;68;127
14,575;14,6;92;154;72;130
14,5875;14,6125;62;130;56;125
14,6;14,625;22;119;43;120
14,6125;14,6375;18;101;47;120
14,625;14,65;14;91;44;116
14,6375;14,6625;19;101;50;127
14,65;14,675;31;127;65;130
14,6625;14,6875;29;157;62;156
14,675;14,7;39;189;59;181
14,6875;14,7125;55;215;70;197
14,7;14,725;53;223;75;221
14,7125;14,7375;71;231;114;239
14,725;14,75;77;227;129;225
14,7375;14,7625;64;199;78;207
14,75;14,775;46;124;35;156
14,7625;14,7875;23;83;25;115
14,775;14,8;16;80;22;102
14,7875;14,8125;25;92;38;93
14,8;14,825;37;116;51;122
14,8125;14,8375;29;101;29;112
14,825;14,85;24;78;18;72
14,8375;14,8625;29;56;23;68
14,85;14,875;31;49;22;71
14,8625;14,8875;32;61;30;68
14,875;14,9;29;61;32;70
14,8875;14,9125;24;63;24;70
14,9;14,925;22;65;26;75
14,9125;14,9375;23;56;27;60
14,925;14,95;18;89;29;103
14,9375;14,9625;42;169;50;196
14,95;14,975;79;232;93;240
14,9625;14,9875;81;245;125;256
14,975;15;96;230;132;250
14,9875;15,0125;134;231;147;242
15;15,025;149;246;155;253
15,0125;15,0375;133;234;124;227
15,025;15,05;95;186;84;169
15,0375;15,0625;58;157;69;126
15,05;15,075;37;153;52;123
15,0625;15,0875;35;128;40;124
15,075;15,1;45;116;41;116
15,0875;15,1125;42;110;34;96
15,1;15,125;34;83;28;84
15,1125;15,1375;29;79;27;93
15,125;15,15;18;93;20;98
15,1375;15,1625;18;96;18;95
15,15;15,175;23;81;24;82
15,1625;15,1875;23;82;21;88
15,175;15,2;29;82;18;91
15,1875;15,2125;28;71;22;99
15,2;15,225;32;75;35;98
15,2125;15,2375;37;76;42;83
15,225;15,25;26;70;29;86
15,2375;15,2625;19;68;18;71
15,25;15,275;22;61;28;57
15,2625;15,2875;26;49;33;60
15,275;15,3;28;51;28;57
15,2875;15,3125;29;64;26;66
15,3;15,325;26;62;26;71
15,3125;15,3375;25;58;27;69
15,325;15,35;22;68;28;68
15,3375;15,3625;20;69;26;79
15,35;15,375;24;60;24;82
15,3625;15,3875;26;60;26;86
15,375;15,4;30;65;26;88
15,3875;15,4125;25;75;17;73
15,4;15,425;19;95;13;101
15,4125;15,4375;18;146;48;179
15,425;15,45;27;210;97;233
15,4375;15,4625;51;236;115;256
15,45;15,475;66;246;110;268
15,4625;15,4875;61;252;120;271
15,475;15,5;51;238;145;265
15,4875;15,5125;53;231;158;257
15,5;15,525;70;243;169;266
15,5125;15,5375;96;250;177;268
15,525;15,55;111;244;174;259
15,5375;15,5625;101;236;172;245
15,55;15,575;87;226;164;237
15,5625;15,5875;85;215;140;232
15,575;15,6;77;194;107;221
15,5875;15,6125;79;179;93;199
15,6;15,625;76;156;88;168
15,6125;15,6375;57;125;71;139
15,625;15,65;59;114;67;128
15,6375;15,6625;50;146;57;155
15,65;15,675;49;173;52;176
15,6625;15,6875;57;182;56;181
15,675;15,7;49;180;62;186
15,6875;15,7125;45;181;66;182
15,7;15,725;42;182;73;180
15,7125;15,7375;38;170;78;170
15,725;15,75;46;176;64;171
15,7375;15,7625;55;176;63;175
15,75;15,775;56;166;70;174
15,7625;15,7875;56;154;73;167
15,775;15,8;55;156;68;171
15,7875;15,8125;67;171;71;165
15,8;15,825;66;163;79;151
15,8125;15,8375;65;168;76;149
15,825;15,85;68;162;77;138
15,8375;15,8625;58;143;69;134
15,85;15,875;69;152;64;139
15,8625;15,8875;80;146;68;141
15,875;15,9;79;139;64;138
15,8875;15,9125;84;143;70;144
15,9;15,925;90;147;78;131
15,9125;15,9375;88;145;74;134
15,925;15,95;84;157;73;145
15,9375;15,9625;82;156;73;135
15,95;15,975;85;156;84;140
15,9625;15,9875;95;176;90;151
15,975;16;98;176;78;144
15,9875;16,0125;90;159;85;146
16;16,025;80;146;89;146
16,0125;16,0375;81;144;80;136
16,025;16,05;81;144;76;141
16,0375;16,0625;74;118;72;131
16,05;16,075;78;97;73;126
16,0625;16,0875;74;103;82;132
16,075;16,1;77;116;89;127
16,0875;16,1125;81;127;83;125
16,1;16,125;76;133;78;124
16,1125;16,1375;69;133;72;117
16,125;16,15;66;128;70;113
16,1375;16,1625;76;140;81;115
16,15;16,175;83;132;85;112
16,1625;16,1875;90;120;86;120
16,175;16,2;82;123;87;135
16,1875;16,2125;68;122;82;124
16,2;16,225;65;114;78;119
16,2125;16,2375;68;127;74;117
16,225;16,25;83;148;84;131
16,2375;16,2625;92;170;89;138
16,25;16,275;96;179;87;125
16,2625;16,2875;93;171;82;132
16,275;16,3;89;175;73;139
16,2875;16,3125;88;166;68;126
16,3;16,325;100;170;74;114
16,3125;16,3375;104;162;79;120
16,325;16,35;85;152;67;123
16,3375;16,3625;83;163;67;120
16,35;16,375;89;168;73;135
16,3625;16,3875;78;166;70;134
16,375;16,4;68;142;70;134
16,3875;16,4125;67;140;74;138
16,4;16,425;71;152;81;143
16,4125;16,4375;89;155;64;144
16,425;16,45;78;160;51;130
16,4375;16,4625;64;152;62;125
16,45;16,475;78;153;70;128
16,4625;16,4875;82;173;73;128
16,475;16,5;91;163;75;129
16,4875;16,5125;97;135;77;124
16,5;16,525;86;134;77;116
16,5125;16,5375;71;153;67;118
16,525;16,55;77;169;67;114
16,5375;16,5625;70;163;72;132
16,55;16,575;63;147;62;146
16,5625;16,5875;86;145;54;138
16,575;16,6;94;146;61;136
16,5875;16,6125;88;138;73;150
16,6;16,625;89;138;85;164
16,6125;16,6375;83;149;94;140
16,625;16,65;75;147;92;131
16,6375;16,6625;85;128;94;151
16,65;16,675;89;116;104;158
16,6625;16,6875;83;144;93;161
16,675;16,7;95;154;71;157
16,6875;16,7125;107;141;69;151
16,7;16,725;101;140;70;148
16,7125;16,7375;84;138;73;138
16,725;16,75;78;129;72;133
16,7375;16,7625;89;135;66;149
16,75;16,775;93;153;70;145
16,7625;16,7875;79;149;68;144
16,775;16,8;81;136;51;139
16,7875;16,8125;83;128;45;124
16,8;16,825;75;130;61;117
16,8125;16,8375;84;130;66;126
16,825;16,85;85;121;57;137
16,8375;16,8625;85;124;58;133
16,85;16,875;91;139;61;138
16,8625;16,8875;65;142;52;130
16,875;16,9;27;137;45;112
16,8875;16,9125;32;123;47;125
16,9;16,925;60;106;49;135
16,9125;16,9375;65;105;50;125
16,925;16,95;55;113;57;135
16,9375;16,9625;44;109;52;144
16,95;16,975;41;105;39;119
16,9625;16,9875;54;99;37;97
16,975;17;48;87;39;88
16,9875;17,0125;36;83;39;93
17;17,025;29;95;33;90
17,0125;17,0375;30;101;28;90
17,025;17,05;27;97;24;109
17,0375;17,0625;25;90;26;109
17,05;17,075;31;81;36;100
17,0625;17,0875;30;80;36;91
17,075;17,1;28;84;36;84
17,0875;17,1125;30;90;46;89
17,1;17,125;35;76;44;80
17,1125;17,1375;37;68;42;72
17,125;17,15;38;78;44;79
17,1375;17,1625;40;83;46;81
17,15;17,175;40;76;47;78
17,1625;17,1875;41;78;45;85
17,175;17,2;40;92;44;99
17,1875;17,2125;45;95;42;116
17,2;17,225;55;98;49;119
17,2125;17,2375;43;99;51;107
17,225;17,25;30;94;43;111
17,2375;17,2625;35;121;49;128
17,25;17,275;69;144;83;141
17,2625;17,2875;103;148;118;151
17,275;17,3;119;147;131;151
17,2875;17,3125;115;133;109;137
17,3;17,325;99;133;84;134
17,3125;17,3375;106;144;80;135
17,325;17,35;99;142;69;121
17,3375;17,3625;90;154;60;115
17,35;17,375;84;143;65;125
17,3625;17,3875;75;119;73;117
17,375;17,4;67;109;67;121
17,3875;17,4125;47;88;65;123
17,4;17,425;40;67;61;100
17,4125;17,4375;37;60;61;91
17,425;17,45;35;65;60;86
17,4375;17,4625;38;57;46;83
17,45;17,475;35;50;45;84
17,4625;17,4875;29;58;44;86
17,475;17,5;25;71;33;90
17,4875;17,5125;28;79;26;94
17,5;17,525;29;93;36;113
17,5125;17,5375;39;93;47;116
17,525;17,55;48;106;63;115
17,5375;17,5625;58;121;63;125
17,55;17,575;45;123;50;124
17,5625;17,5875;21;131;50;122
17,575;17,6;21;117;38;117
17,5875;17,6125;19;86;27;99
17,6;17,625;22;64;22;70
17,6125;17,6375;25;51;23;54
17,625;17,65;22;45;26;62
17,6375;17,6625;21;52;25;69
17,65;17,675;22;56;25;70
17,6625;17,6875;17;71;23;92
17,675;17,7;19;102;36;125
17,6875;17,7125;34;114;59;128
17,7;17,725;43;109;56;113
17,7125;17,7375;51;123;59;117
17,725;17,75;91;140;92;134
17,7375;17,7625;131;136;123;134
17,75;17,775;132;132;133;132
17,7625;17,7875;133;134;135;141
17,775;17,8;120;142;135;140
17,7875;17,8125;106;142;132;132
17,8;17,825;100;138;110;141
17,8125;17,8375;83;124;84;145
17,825;17,85;57;104;69;129
17,8375;17,8625;35;108;39;126
17,85;17,875;26;86;22;93
17,8625;17,8875;24;52;24;54
17,875;17,9;22;48;25;54
17,8875;17,9125;21;50;23;57
17,9;17,925;21;58;27;64
17,9125;17,9375;21;61;28;64
17,925;17,95;25;64;25;57
17,9375;17,9625;27;64;30;65
17,95;17,975;31;67;33;76
17,9625;17,9875;30;87;24;87
17,975;18;33;110;25;98
17,9875;18,0125;45;115;39;110
18;18,025;43;127;50;133
18,0125;18,0375;51;131;52;143
18,025;18,05;55;124;50;146
18,0375;18,0625;51;130;67;140
18,05;18,075;50;160;73;134
18,0625;18,0875;58;167;60;133
18,075;18,1;43;122;38;116
18,0875;18,1125;20;69;22;75
18,1;18,125;24;52;24;56
18,1125;18,1375;27;52;31;60
18,125;18,15;29;55;35;64
18,1375;18,1625;27;56;29;67
18,15;18,175;27;60;25;60
18,1625;18,1875;28;62;21;54
18,175;18,2;27;61;21;49
18,1875;18,2125;23;54;21;53
18,2;18,225;20;52;22;62
18,2125;18,2375;23;75;25;68
18,225;18,25;21;89;23;80
18,2375;18,2625;20;95;24;97
18,25;18,275;32;107;32;105
18,2625;18,2875;54;133;51;107
18,275;18,3;62;131;58;97
18,2875;18,3125;59;121;57;98
18,3;18,325;66;134;61;111
18,3125;18,3375;68;137;58;102
18,325;18,35;63;147;57;109
18,3375;18,3625;60;148;58;117
18,35;18,375;60;149;48;125
18,3625;18,3875;57;141;55;128
18,375;18,4;52;139;64;134
18,3875;18,4125;54;142;64;141
18,4;18,425;63;145;70;137
18,4125;18,4375;69;165;69;125
18,425;18,45;58;150;70;122
18,4375;18,4625;50;147;68;145
18,45;18,475;64;166;71;156
18,4625;18,4875;69;173;69;152
18,475;18,5;63;174;72;144
18,4875;18,5125;68;167;69;146
18,5;18,525;65;158;62;156
18,5125;18,5375;70;160;71;163
18,525;18,55;78;161;67;166
18,5375;18,5625;75;160;54;164
18,55;18,575;66;155;54;159
18,5625;18,5875;69;165;62;161
18,575;18,6;76;179;65;161
18,5875;18,6125;64;181;66;155
18,6;18,625;60;181;65;160
18,6125;18,6375;65;168;77;165
18,625;18,65;76;171;70;168
18,6375;18,6625;77;171;52;159
18,65;18,675;84;176;61;157
18,6625;18,6875;94;174;53;160
18,675;18,7;100;170;43;158
18,6875;18,7125;89;175;56;152
18,7;18,725;75;176;68;151
18,7125;18,7375;78;179;70;156
18,725;18,75;77;181;65;155
18,7375;18,7625;80;177;58;156
18,75;18,775;73;169;44;153
18,7625;18,7875;74;171;42;143
18,775;18,8;88;159;49;146
18,7875;18,8125;93;161;76;153
18,8;18,825;97;183;93;162
18,8125;18,8375;92;167;81;162
18,825;18,85;92;156;68;154
18,8375;18,8625;97;173;57;151
18,85;18,875;81;190;49;151
18,8625;18,8875;79;176;47;151
18,875;18,9;80;160;52;152
18,8875;18,9125;63;162;56;160
18,9;18,925;78;166;61;159
18,9125;18,9375;81;166;65;163
18,925;18,95;63;162;74;167
18,9375;18,9625;62;177;68;169
18,95;18,975;60;177;50;163
18,9625;18,9875;78;176;49;149
18,975;19;87;182;53;139
18,9875;19,0125;73;168;48;132
19;19,025;63;157;49;128
19,0125;19,0375;63;161;56;151
19,025;19,05;65;180;59;171
19,0375;19,0625;72;181;55;146
19,05;19,075;80;172;59;138
19,0625;19,0875;82;166;54;140
19,075;19,1;79;171;58;135
19,0875;19,1125;73;185;56;139
19,1;19,125;73;188;46;119
19,1125;19,1375;72;185;61;121
19,125;19,15;64;152;64;124
19,1375;19,1625;45;118;55;104
19,15;19,175;33;105;44;106
19,1625;19,1875;34;104;45;116
19,175;19,2;30;125;34;121
19,1875;19,2125;26;123;24;117
19,2;19,225;28;121;32;110
19,2125;19,2375;28;134;33;113
19,225;19,25;20;133;28;94
19,2375;19,2625;21;134;23;77
19,25;19,275;38;122;22;86
19,2625;19,2875;45;116;34;96
19,275;19,3;32;114;32;95
19,2875;19,3125;34;132;22;96
19,3;19,325;39;148;25;93
19,3125;19,3375;39;149;25;96
19,325;19,35;28;145;18;107
19,3375;19,3625;22;141;21;104
19,35;19,375;38;163;35;139
19,3625;19,3875;40;174;29;143
19,375;19,4;33;174;32;138
19,3875;19,4125;31;137;39;139
19,4;19,425;26;92;28;90
19,4125;19,4375;17;97;21;84
19,425;19,45;16;79;18;69
19,4375;19,4625;20;40;17;39
19,45;19,475;22;39;18;45
19,4625;19,4875;21;39;22;57
19,475;19,5;21;30;23;48
19,4875;19,5125;21;35;23;39
19,5;19,525;22;44;23;57
19,5125;19,5375;19;56;25;68
19,525;19,55;18;65;26;78
19,5375;19,5625;20;53;20;79
19,55;19,575;18;53;20;84
19,5625;19,5875;20;67;24;88
19,575;19,6;22;65;31;84
19,5875;19,6125;24;57;31;83
19,6;19,625;27;52;28;73
19,6125;19,6375;34;52;31;72
19,625;19,65;35;52;33;77
19,6375;19,6625;26;53;25;71
19,65;19,675;22;53;25;80
19,6625;19,6875;24;53;28;72
19,675;19,7;26;53;29;57
19,6875;19,7125;27;51;35;60
19,7;19,725;31;53;40;62
19,7125;19,7375;33;54;37;70
19,725;19,75;30;58;26;88
19,7375;19,7625;23;64;19;90
19,75;19,775;17;69;21;70
19,7625;19,7875;26;67;24;64
19,775;19,8;35;68;30;76
19,7875;19,8125;37;79;45;84
19,8;19,825;40;85;48;85
19,8125;19,8375;38;83;45;93
19,825;19,85;37;86;47;100
19,8375;19,8625;39;99;45;111
19,85;19,875;41;109;45;113
19,8625;19,8875;49;111;53;115
19,875;19,9;63;104;58;119
19,8875;19,9125;56;116;61;122
19,9;19,925;47;139;66;127
19,9125;19,9375;44;155;69;127
19,925;19,95;37;159;68;134
19,9375;19,9625;55;164;61;153
19,95;19,975;58;169;62;161
19,9625;19,9875;50;158;60;162
19,975;20;66;161;63;162
19,9875;20,0125;65;170;90;165
20;20,025;65;155;100;168
20,0125;20,0375;77;144;77;165
20,025;20,05;74;162;74;166
20,0375;20,0625;80;175;86;164
20,05;20,075;82;180;83;180
20,0625;20,0875;78;166;68;182
20,075;20,1;78;142;71;171
20,0875;20,1125;81;148;79;167
20,1;20,125;80;160;74;147
20,1125;20,1375;80;155;80;153
20,125;20,15;80;153;73;163
20,1375;20,1625;80;156;78;166
20,15;20,175;79;162;88;187
20,1625;20,1875;74;170;88;179
20,175;20,2;73;163;89;162
20,1875;20,2125;72;163;78;157
20,2;20,225;79;174;68;151
20,2125;20,2375;82;171;65;157
20,225;20,25;81;158;66;157
20,2375;20,2625;77;144;66;135
20,25;20,275;74;139;73;121
20,2625;20,2875;75;140;78;117
20,275;20,3;70;142;74;135
20,2875;20,3125;79;142;77;143
20,3;20,325;78;150;81;132
20,3125;20,3375;85;158;70;126
20,325;20,35;99;142;63;126
20,3375;20,3625;99;134;71;135
20,35;20,375;87;136;69;152
20,3625;20,3875;77;133;72;162
20,375;20,4;80;139;75;143
20,3875;20,4125;82;141;74;132
20,4;20,425;76;139;76;134
20,4125;20,4375;74;130;88;133
20,425;20,45;81;123;105;133
20,4375;20,4625;74;130;101;133
20,45;20,475;74;138;94;137
20,4625;20,4875;85;120;93;127
20,475;20,5;86;118;95;112
20,4875;20,5125;89;130;104;119
20,5;20,525;92;136;108;132
20,5125;20,5375;95;133;97;137
20,525;20,55;92;123;93;132
20,5375;20,5625;94;123;95;123
20,55;20,575;89;125;89;127
20,5625;20,5875;75;121;90;135
20,575;20,6;76;117;73;124
