Start,Stop,,
5.3875,5.4125,112.974,57.1619
5.4,5.425,130.707,58.7936
5.4125,5.4375,165.142,53.7932
5.425,5.45,210.353,56.0504
5.4375,5.4625,270.976,59.1096
5.45,5.475,348.845,56.8495
5.4625,5.4875,366.17,69.2619
5.475,5.5,316.995,87.8181
5.4875,5.5125,247.053,115.63
5.5,5.525,156.354,101.477
5.5125,5.5375,129.353,65.5842
5.525,5.55,169.768,72.0234
5.5375,5.5625,211.328,74.0319
5.55,5.575,208.994,211.345
5.5625,5.5875,171.604,493.304
5.575,5.6,175.737,729.159
5.5875,5.6125,205.988,583.242
5.6,5.625,228.412,109.588
5.6125,5.6375,207.705,195.723
5.625,5.65,161.953,261.536
5.6375,5.6625,153.858,182.114
5.65,5.675,150.372,49.6309
5.6625,5.6875,114.741,47.4821
5.675,5.7,103.539,45.4911
5.6875,5.7125,106.64,47.6219
5.7,5.725,122.568,79.4543
5.7125,5.7375,123.926,161.088
5.725,5.75,105.127,178.805
5.7375,5.7625,89.3434,157.449
5.75,5.775,75.0939,374.605
5.7625,5.7875,157.954,378.321
5.775,5.8,182.775,219.324
5.7875,5.8125,244.481,215.694
5.8,5.825,663.024,147.558
5.8125,5.8375,1133.95,102.168
5.825,5.85,1824.51,78.9468
5.8375,5.8625,1670.72,65.9142
5.85,5.875,4680.17,67.5956
5.8625,5.8875,4694.03,75.2045
5.875,5.9,731.696,79.7174
5.8875,5.9125,226.504,67.6279
5.9,5.925,68.4505,60.9599
5.9125,5.9375,51.8094,64.9388
5.925,5.95,51.0743,387.732
5.9375,5.9625,46.8762,401.3
5.95,5.975,55.7601,172.35
5.9625,5.9875,207.372,267.068
5.975,6,364.733,483.698
5.9875,6.0125,418.889,598.462
6,6.025,322.288,502.377
6.0125,6.0375,161.319,277.307
6.025,6.05,108.406,79.692
6.0375,6.0625,187.643,81.1883
6.05,6.075,208.404,117.518
6.0625,6.0875,142.084,114.109
6.075,6.1,106.217,59.2811
6.0875,6.1125,112.494,90.3256
6.1,6.125,137.117,125.588
6.1125,6.1375,178.781,177.778
6.125,6.15,170.278,306.24
6.1375,6.1625,108.847,319.201
6.15,6.175,69.0106,231.973
6.1625,6.1875,57.067,239.716
6.175,6.2,176.967,230.869
6.1875,6.2125,217.107,151.023
6.2,6.225,152.465,78.3527
6.2125,6.2375,92.7339,56.0086
6.225,6.25,72.375,47.8176
6.2375,6.2625,68.7283,61.2326
6.25,6.275,102.965,68.294
6.2625,6.2875,134.41,60.4725
6.275,6.3,112.251,53.5689
6.2875,6.3125,73.3369,56.0653
6.3,6.325,63.6003,51.1904
6.3125,6.3375,54.5107,46.881
6.325,6.35,77.6664,46.1028
6.3375,6.3625,87.6615,61.2773
6.35,6.375,73.842,66.9391
6.3625,6.3875,66.9415,50.838
6.375,6.4,69.4934,50.3977
6.3875,6.4125,64.5867,57.3587
6.4,6.425,54.101,932.782
6.4125,6.4375,58.4389,970.353
6.425,6.45,124.451,324.837
6.4375,6.4625,173.579,326.265
6.45,6.475,170.276,400.892
6.4625,6.4875,187.619,303.03
6.475,6.5,184.021,91.525
6.4875,6.5125,129.062,81.0028
6.5,6.525,100.288,69.6209
6.5125,6.5375,78.1941,63.0501
6.525,6.55,48.9805,140.446
6.5375,6.5625,48.7511,137.392
6.55,6.575,52.0764,53.6553
6.5625,6.5875,50.5151,47.1277
6.575,6.6,72.648,48.6291
6.5875,6.6125,90.1419,50.5666
6.6,6.625,72.6038,140.762
6.6125,6.6375,54.9809,178.509
6.625,6.65,56.5298,170.377
6.6375,6.6625,57.1537,132.159
6.65,6.675,55.0294,55.9166
6.6625,6.6875,45.0374,56.1034
6.675,6.7,49.734,55.5301
6.6875,6.7125,59.4647,56.8812
6.7,6.725,61.224,60.017
6.7125,6.7375,54.2672,54.0848
6.725,6.75,51.3863,46.7635
6.7375,6.7625,53.0215,48.4885
6.75,6.775,50.3453,54.2843
6.7625,6.7875,46.434,48.7085
6.775,6.8,54.1558,53.5429
6.7875,6.8125,57.9973,57.6592
6.8,6.825,52.429,54.8596
6.8125,6.8375,57.3171,54.9571
6.825,6.85,57.9579,55.1629
6.8375,6.8625,98.1545,55.9931
6.85,6.875,117.918,73.2434
6.8625,6.8875,104.545,82.5312
6.875,6.9,94.9679,69.3209
6.8875,6.9125,97.9459,86.3877
6.9,6.925,102.115,94.2671
6.9125,6.9375,144.995,86.8985
6.925,6.95,145.132,703.094
6.9375,6.9625,86.3264,834.374
6.95,6.975,91.7644,472.935
6.9625,6.9875,103.385,160.128
6.975,7,87.4706,593.947
6.9875,7.0125,70.8457,635.315
7,7.025,70.5684,301.264
7.0125,7.0375,153.856,301.923
7.025,7.05,157.252,326.923
7.0375,7.0625,83.1595,271.954
7.05,7.075,88.2951,181.688
7.0625,7.0875,99.581,125.194
7.075,7.1,350.981,377.478
