Start;Stop;;;;
10,275;10,3;17;73;18;81
10,2875;10,3125;17;94;18;92
10,3;10,325;16;109;18;93
10,3125;10,3375;17;137;18;107
10,325;10,35;15;157;23;121
10,3375;10,3625;17;152;27;135
10,35;10,375;20;148;28;157
10,3625;10,3875;35;150;53;158
10,375;10,4;88;154;107;157
10,3875;10,4125;101;158;112;162
10,4;10,425;80;157;77;150
10,4125;10,4375;68;165;52;153
10,425;10,45;59;163;32;152
10,4375;10,4625;51;168;39;157
10,45;10,475;51;173;52;159
10,4625;10,4875;70;166;60;156
10,475;10,5;75;154;83;164
10,4875;10,5125;68;164;89;173
10,5;10,525;84;176;67;161
10,5125;10,5375;87;171;62;149
10,525;10,55;67;157;73;150
10,5375;10,5625;72;166;63;144
10,55;10,575;77;172;69;147
10,5625;10,5875;81;167;82;156
10,575;10,6;91;175;68;157
10,5875;10,6125;96;162;59;161
10,6;10,625;88;153;70;165
10,6125;10,6375;87;148;84;165
10,625;10,65;90;146;82;155
10,6375;10,6625;84;128;64;130
10,65;10,675;79;101;69;103
10,6625;10,6875;73;95;74;92
10,675;10,7;49;83;47;84
10,6875;10,7125;33;72;28;74
10,7;10,725;34;68;27;75
10,7125;10,7375;28;66;30;70
10,725;10,75;27;68;29;62
10,7375;10,7625;28;72;30;64
10,75;10,775;35;61;31;62
10,7625;10,7875;38;54;30;61
10,775;10,8;32;57;26;67
10,7875;10,8125;34;60;24;74
10,8;10,825;36;61;31;68
10,8125;10,8375;28;59;34;62
10,825;10,85;30;59;35;64
10,8375;10,8625;28;69;42;64
10,85;10,875;19;68;39;61
10,8625;10,8875;23;54;34;60
10,875;10,9;25;51;27;65
10,8875;10,9125;24;61;25;69
10,9;10,925;26;80;28;64
10,9125;10,9375;23;90;29;71
10,925;10,95;25;97;35;92
10,9375;10,9625;47;117;42;101
10,95;10,975;55;136;46;119
10,9625;10,9875;52;140;48;147
10,975;11;42;136;41;160
10,9875;11,0125;34;150;36;152
11;11,025;43;172;33;155
11,0125;11,0375;41;179;19;160
11,025;11,05;43;183;19;160
11,0375;11,0625;38;194;29;169
11,05;11,075;43;183;43;173
11,0625;11,0875;68;171;57;169
11,075;11,1;79;177;74;158
11,0875;11,1125;79;177;91;171
11,1;11,125;82;170;104;189
11,1125;11,1375;96;172;113;190
11,125;11,15;103;165;115;201
11,1375;11,1625;102;170;108;204
11,15;11,175;91;170;102;198
11,1625;11,1875;72;148;82;161
11,175;11,2;49;109;44;107
11,1875;11,2125;31;71;28;95
11,2;11,225;25;71;29;105
11,2125;11,2375;29;75;24;105
11,225;11,25;28;80;30;100
11,2375;11,2625;23;75;30;95
11,25;11,275;24;72;20;90
11,2625;11,2875;31;94;37;105
11,275;11,3;34;104;38;114
11,2875;11,3125;30;84;24;92
11,3;11,325;27;85;26;93
11,3125;11,3375;23;88;27;86
11,325;11,35;21;71;27;72
11,3375;11,3625;21;71;23;73
11,35;11,375;19;71;21;66
11,3625;11,3875;18;48;20;50
11,375;11,4;18;36;18;40
11,3875;11,4125;18;37;18;38
11,4;11,425;18;42;18;38
11,4125;11,4375;18;40;18;36
11,425;11,45;18;31;18;36
11,4375;11,4625;18;35;16;60
11,45;11,475;30;64;23;92
11,4625;11,4875;34;110;42;132
11,475;11,5;32;172;44;166
11,4875;11,5125;36;191;34;176
11,5;11,525;24;185;22;178
11,5125;11,5375;21;193;14;179
11,525;11,55;36;181;18;169
11,5375;11,5625;46;180;30;167
11,55;11,575;44;194;37;178
11,5625;11,5875;56;182;52;174
11,575;11,6;65;172;68;178
11,5875;11,6125;62;172;46;178
11,6;11,625;68;161;48;167
11,6125;11,6375;87;162;76;157
11,625;11,65;89;157;76;156
11,6375;11,6625;79;165;75;158
11,65;11,675;74;171;78;166
11,6625;11,6875;80;178;77;179
11,675;11,7;80;175;60;182
11,6875;11,7125;86;166;54;165
11,7;11,725;89;158;77;153
11,7125;11,7375;80;158;110;175
11,725;11,75;93;167;128;187
11,7375;11,7625;76;158;113;191
11,75;11,775;67;156;105;188
11,7625;11,7875;80;154;90;159
11,775;11,8;58;116;53;115
11,7875;11,8125;31;91;31;87
11,8;11,825;22;88;23;76
11,8125;11,8375;22;78;23;75
11,825;11,85;29;78;31;79
11,8375;11,8625;35;72;27;74
11,85;11,875;34;69;32;73
11,8625;11,8875;33;74;34;74
11,875;11,9;32;74;29;86
11,8875;11,9125;26;71;28;89
11,9;11,925;20;69;21;81
11,9125;11,9375;15;64;13;73
11,925;11,95;14;72;18;63
11,9375;11,9625;14;86;24;66
11,95;11,975;13;83;19;72
11,9625;11,9875;13;76;15;68
11,975;12;15;66;17;61
11,9875;12,0125;14;71;22;73
12;12,025;12;85;18;83
12,0125;12,0375;13;94;15;91
12,025;12,05;17;129;19;115
12,0375;12,0625;22;148;18;119
12,05;12,075;17;157;15;127
12,0625;12,0875;17;163;17;153
12,075;12,1;23;140;26;157
12,0875;12,1125;28;146;47;144
12,1;12,125;48;159;51;138
12,1125;12,1375;58;141;51;129
12,125;12,15;55;146;54;129
12,1375;12,1625;64;152;61;130
12,15;12,175;76;141;65;133
12,1625;12,1875;74;131;63;140
12,175;12,2;60;121;71;130
12,1875;12,2125;59;135;74;128
12,2;12,225;74;142;81;132
12,2125;12,2375;68;144;67;132
12,225;12,25;55;152;58;123
12,2375;12,2625;68;159;61;142
12,25;12,275;71;155;61;144
12,2625;12,2875;76;142;64;134
12,275;12,3;82;148;66;137
12,2875;12,3125;65;157;85;157
12,3;12,325;61;157;91;165
12,3125;12,3375;64;162;88;157
12,325;12,35;58;166;85;160
12,3375;12,3625;65;160;77;156
12,35;12,375;75;163;79;170
12,3625;12,3875;79;161;86;172
12,375;12,4;95;168;92;166
12,3875;12,4125;84;173;79;167
12,4;12,425;64;158;62;156
12,4125;12,4375;72;158;78;154
12,425;12,45;71;172;87;152
12,4375;12,4625;62;169;87;153
12,45;12,475;59;159;85;156
12,4625;12,4875;71;167;74;152
12,475;12,5;81;172;60;156
12,4875;12,5125;75;159;48;157
12,5;12,525;72;146;55;139
12,5125;12,5375;80;148;61;130
12,525;12,55;76;155;75;145
12,5375;12,5625;71;152;79;159
12,55;12,575;80;142;83;154
12,5625;12,5875;84;152;87;143
12,575;12,6;74;158;79;138
12,5875;12,6125;67;146;81;126
12,6;12,625;72;149;74;128
12,6125;12,6375;75;137;74;133
12,625;12,65;77;116;82;117
12,6375;12,6625;80;122;85;121
12,65;12,675;76;124;86;128
12,6625;12,6875;83;117;93;135
12,675;12,7;90;124;96;139
12,6875;12,7125;84;118;98;135
12,7;12,725;80;113;101;139
12,7125;12,7375;85;118;98;135
12,725;12,75;87;115;95;128
12,7375;12,7625;80;113;84;129
12,75;12,775;80;130;76;133
12,7625;12,7875;80;131;81;129
12,775;12,8;75;117;78;127
12,7875;12,8125;73;125;80;126
12,8;12,825;65;149;68;124
12,8125;12,8375;54;164;52;134
12,825;12,85;66;166;61;145
12,8375;12,8625;85;161;68;156
12,85;12,875;89;161;75;159
12,8625;12,8875;79;170;90;172
12,875;12,9;71;172;96;178
12,8875;12,9125;70;162;93;193
12,9;12,925;52;138;94;212
12,9125;12,9375;54;111;86;177
12,925;12,95;59;120;81;165
12,9375;12,9625;45;124;61;154
12,95;12,975;39;108;37;140
12,9625;12,9875;26;111;28;133
12,975;13;25;103;31;120
12,9875;13,0125;30;94;40;116
13;13,025;28;93;34;113
13,0125;13,0375;27;91;31;104
13,025;13,05;23;98;31;98
13,0375;13,0625;14;80;18;82
13,05;13,075;11;55;11;62
13,0625;13,0875;13;61;11;64
13,075;13,1;13;67;11;60
13,0875;13,1125;11;61;11;54
13,1;13,125;10;64;10;62
13,1125;13,1375;11;56;11;59
13,125;13,15;11;55;11;60
13,1375;13,1625;11;58;11;72
13,15;13,175;13;64;15;90
13,1625;13,1875;16;92;16;125
13,175;13,2;23;111;17;148
13,1875;13,2125;23;122;19;151
13,2;13,225;16;140;21;155
13,2125;13,2375;35;129;43;125
13,225;13,25;50;110;54;97
13,2375;13,2625;50;130;44;102
13,25;13,275;59;140;43;127
13,2625;13,2875;69;137;50;140
13,275;13,3;63;128;51;135
13,2875;13,3125;56;123;58;131
13,3;13,325;59;138;68;133
13,3125;13,3375;59;153;58;142
13,325;13,35;63;144;60;141
13,3375;13,3625;83;131;75;137
13,35;13,375;99;142;93;124
13,3625;13,3875;82;158;105;118
13,375;13,4;71;135;97;120
13,3875;13,4125;47;90;54;103
13,4;13,425;28;87;16;88
13,4125;13,4375;29;90;17;64
13,425;13,45;23;85;17;55
13,4375;13,4625;21;90;18;59
13,45;13,475;27;77;23;48
13,4625;13,4875;25;47;24;45
13,475;13,5;17;37;19;42
13,4875;13,5125;17;39;16;43
13,5;13,525;18;34;18;44
13,5125;13,5375;15;43;17;41
13,525;13,55;13;51;19;43
13,5375;13,5625;14;51;20;49
13,55;13,575;12;53;16;49
13,5625;13,5875;12;54;14;48
13,575;13,6;11;52;11;49
13,5875;13,6125;11;44;11;48
13,6;13,625;18;44;16;43
13,6125;13,6375;19;56;20;43
13,625;13,65;18;77;16;61
13,6375;13,6625;21;83;17;76
13,65;13,675;22;83;23;79
13,6625;13,6875;27;113;24;89
13,675;13,7;35;137;30;101
13,6875;13,7125;32;146;34;123
13,7;13,725;29;166;36;160
13,7125;13,7375;37;177;33;180
13,725;13,75;33;181;25;179
13,7375;13,7625;25;180;23;183
13,75;13,775;28;178;22;176
13,7625;13,7875;30;170;15;163
13,775;13,8;27;164;15;164
13,7875;13,8125;47;169;25;156
13,8;13,825;68;161;48;159
13,8125;13,8375;62;163;60;171
13,825;13,85;53;172;59;171
13,8375;13,8625;51;156;63;160
13,85;13,875;60;157;55;144
13,8625;13,8875;71;141;69;119
13,875;13,9;95;119;101;121
13,8875;13,9125;105;129;101;130
13,9;13,925;100;130;101;135
13,9125;13,9375;107;131;121;147
13,925;13,95;105;134;115;151
13,9375;13,9625;95;139;108;154
13,95;13,975;80;133;99;149
13,9625;13,9875;42;106;47;125
13,975;14;13;79;18;110
13,9875;14,0125;13;74;21;110
14;14,025;13;81;18;107
14,0125;14,0375;20;88;30;113
14,025;14,05;22;91;29;117
14,0375;14,0625;23;92;23;111
14,05;14,075;23;93;28;115
14,0625;14,0875;16;98;26;115
14,075;14,1;18;94;23;107
14,0875;14,1125;23;94;24;103
14,1;14,125;23;92;22;101
14,1125;14,1375;26;88;21;100
14,125;14,15;26;73;23;98
14,1375;14,1625;23;56;26;84
14,15;14,175;26;69;28;79
14,1625;14,1875;19;82;25;88
14,175;14,2;16;79;24;92
14,1875;14,2125;18;83;20;91
14,2;14,225;31;107;19;98
14,2125;14,2375;42;140;20;125
14,225;14,25;39;153;32;159
14,2375;14,2625;48;165;41;167
14,25;14,275;56;165;29;153
14,2625;14,2875;39;161;20;141
14,275;14,3;28;178;20;149
14,2875;14,3125;24;179;22;161
14,3;14,325;18;174;24;166
14,3125;14,3375;26;167;24;173
14,325;14,35;33;165;27;173
14,3375;14,3625;51;165;37;158
14,35;14,375;76;167;39;158
14,3625;14,3875;70;172;46;167
14,375;14,4;64;171;55;172
14,3875;14,4125;55;108;45;106
14,4;14,425;38;67;46;63
14,4125;14,4375;50;94;54;92
14,425;14,45;59;98;59;88
14,4375;14,4625;66;93;66;81
14,45;14,475;67;91;59;90
14,4625;14,4875;50;82;50;85
14,475;14,5;49;85;53;76
14,4875;14,5125;47;93;47;76
14,5;14,525;24;72;26;64
14,5125;14,5375;14;47;20;42
14,525;14,55;19;47;22;44
14,5375;14,5625;20;44;18;40
14,55;14,575;18;29;17;31
14,5625;14,5875;18;27;18;37
14,575;14,6;18;47;19;44
14,5875;14,6125;20;58;20;44
14,6;14,625;19;53;16;58
14,6125;14,6375;15;67;19;72
14,625;14,65;14;69;22;58
14,6375;14,6625;15;57;19;47
14,65;14,675;21;57;21;55
14,6625;14,6875;19;69;16;70
14,675;14,7;10;94;10;77
14,6875;14,7125;11;113;7;100
14,7;14,725;19;129;15;125
14,7125;14,7375;28;155;29;140
14,725;14,75;38;167;39;149
14,7375;14,7625;50;165;47;148
14,75;14,775;57;164;50;149
14,7625;14,7875;66;170;57;148
14,775;14,8;80;170;58;159
14,7875;14,8125;78;155;49;168
14,8;14,825;72;154;52;166
14,8125;14,8375;72;159;70;156
14,825;14,85;68;159;86;149
14,8375;14,8625;73;160;87;158
14,85;14,875;81;171;88;170
14,8625;14,8875;78;169;88;159
14,875;14,9;81;146;86;150
14,8875;14,9125;81;154;82;156
14,9;14,925;85;173;82;157
14,9125;14,9375;84;162;89;147
14,925;14,95;74;144;87;138
14,9375;14,9625;80;145;86;137
14,95;14,975;71;143;78;142
14,9625;14,9875;46;129;56;128
14,975;15;21;105;32;107
14,9875;15,0125;28;94;34;100
15;15,025;35;85;42;83
15,0125;15,0375;31;78;34;79
15,025;15,05;29;92;32;92
15,0375;15,0625;31;93;39;92
15,05;15,075;35;84;36;85
15,0625;15,0875;32;86;33;89
15,075;15,1;38;92;44;92
15,0875;15,1125;38;96;42;93
15,1;15,125;27;100;31;100
15,1125;15,1375;27;99;32;104
15,125;15,15;38;101;48;106
15,1375;15,1625;45;112;57;114
15,15;15,175;43;110;48;115
15,1625;15,1875;48;117;52;122
15,175;15,2;73;122;73;134
15,1875;15,2125;73;110;69;121
15,2;15,225;45;99;52;108
15,2125;15,2375;38;95;48;99
15,225;15,25;38;110;40;105
15,2375;15,2625;31;131;33;131
15,25;15,275;36;145;32;137
15,2625;15,2875;49;148;33;143
15,275;15,3;56;150;33;157
15,2875;15,3125;53;147;37;152
15,3;15,325;59;138;49;156
15,3125;15,3375;74;147;59;158
15,325;15,35;74;152;66;150
15,3375;15,3625;72;147;77;150
15,35;15,375;71;133;83;147
15,3625;15,3875;75;135;76;146
15,375;15,4;86;153;64;158
15,3875;15,4125;79;157;64;150
15,4;15,425;80;160;75;155
15,4125;15,4375;92;157;76;180
15,425;15,45;105;163;86;181
15,4375;15,4625;97;157;93;172
15,45;15,475;88;151;86;159
15,4625;15,4875;98;157;67;161
15,475;15,5;86;158;61;170
15,4875;15,5125;81;159;79;162
15,5;15,525;82;158;78;146
15,5125;15,5375;53;147;57;141
15,525;15,55;31;122;52;148
15,5375;15,5625;38;113;48;130
15,55;15,575;36;103;36;108
15,5625;15,5875;30;101;36;107
15,575;15,6;26;100;31;110
15,5875;15,6125;30;97;32;108
15,6;15,625;30;92;29;99
15,6125;15,6375;22;82;18;87
15,625;15,65;32;85;30;94
15,6375;15,6625;30;85;30;90
15,65;15,675;24;84;19;94
15,6625;15,6875;32;108;31;125
15,675;15,7;57;156;62;182
15,6875;15,7125;92;189;130;224
15,7;15,725;110;206;189;236
15,7125;15,7375;104;207;174;245
15,725;15,75;109;197;151;242
15,7375;15,7625;130;207;165;242
15,75;15,775;118;203;155;240
15,7625;15,7875;99;189;143;229
15,775;15,8;96;175;134;210
15,7875;15,8125;97;163;118;206
15,8;15,825;92;157;121;198
15,8125;15,8375;98;149;114;177
15,825;15,85;94;148;91;135
15,8375;15,8625;92;161;76;134
15,85;15,875;84;164;83;162
15,8625;15,8875;75;159;88;164
15,875;15,9;77;167;87;167
15,8875;15,9125;79;168;86;173
15,9;15,925;92;163;71;163
15,9125;15,9375;83;161;61;145
15,925;15,95;83;156;74;162
15,9375;15,9625;87;154;66;155
15,95;15,975;83;158;66;148
15,9625;15,9875;74;156;74;161
15,975;16;73;163;61;160
15,9875;16,0125;78;157;66;152
16;16,025;78;159;74;148
16,0125;16,0375;68;165;73;144
16,025;16,05;69;145;73;137
16,0375;16,0625;80;132;76;130
16,05;16,075;78;130;75;123
16,0625;16,0875;79;150;68;130
16,075;16,1;77;161;69;133
16,0875;16,1125;75;161;58;123
16,1;16,125;72;163;54;126
16,1125;16,1375;74;161;68;139
16,125;16,15;84;162;74;148
16,1375;16,1625;79;155;71;137
16,15;16,175;74;138;74;130
16,1625;16,1875;78;138;87;141
16,175;16,2;71;156;77;151
16,1875;16,2125;68;155;61;157
16,2;16,225;70;148;60;152
16,2125;16,2375;77;142;78;133
16,225;16,25;80;127;78;124
16,2375;16,2625;82;115;72;129
16,25;16,275;91;114;88;124
16,2625;16,2875;84;119;86;119
16,275;16,3;76;118;81;128
16,2875;16,3125;78;125;87;130
16,3;16,325;74;130;77;130
16,3125;16,3375;85;135;78;137
16,325;16,35;91;128;86;122
16,3375;16,3625;82;116;79;109
16,35;16,375;78;113;83;119
16,3625;16,3875;76;116;84;125
16,375;16,4;85;127;78;121
16,3875;16,4125;87;133;77;126
16,4;16,425;83;132;85;130
16,4125;16,4375;79;122;93;127
16,425;16,45;77;125;85;128
16,4375;16,4625;76;133;74;129
16,45;16,475;73;130;70;127
16,4625;16,4875;80;118;68;125
16,475;16,5;89;116;80;125
16,4875;16,5125;88;124;88;125
16,5;16,525;74;125;87;113
16,5125;16,5375;79;125;92;110
16,525;16,55;89;119;86;122
16,5375;16,5625;87;124;84;112
16,55;16,575;86;126;83;106
16,5625;16,5875;82;119;82;107
16,575;16,6;86;126;90;108
16,5875;16,6125;89;134;88;120
16,6;16,625;85;124;83;120
16,6125;16,6375;88;115;78;112
16,625;16,65;82;118;81;120
16,6375;16,6625;77;119;85;119
16,65;16,675;84;122;78;108
16,6625;16,6875;83;130;68;118
16,675;16,7;73;138;76;130
16,6875;16,7125;74;138;73;128
16,7;16,725;84;156;58;139
16,7125;16,7375;77;169;64;160
16,725;16,75;81;155;77;160
16,7375;16,7625;93;154;88;157
16,75;16,775;88;158;93;165
16,7625;16,7875;98;165;79;161
16,775;16,8;106;173;72;159
16,7875;16,8125;97;157;88;157
16,8;16,825;92;143;94;149
16,8125;16,8375;84;139;99;172
16,825;16,85;84;152;75;169
16,8375;16,8625;90;145;67;134
16,85;16,875;89;125;99;135
16,8625;16,8875;100;125;103;155
16,875;16,9;100;121;98;148
16,8875;16,9125;84;122;96;133
16,9;16,925;55;103;56;109
16,9125;16,9375;36;90;26;94
16,925;16,95;47;92;32;96
16,9375;16,9625;49;96;37;92
16,95;16,975;42;98;37;99
16,9625;16,9875;37;100;27;98
16,975;17;31;89;21;86
16,9875;17,0125;20;72;23;71
17;17,025;9;70;17;63
17,0125;17,0375;9;61;10;64
17,025;17,05;12;65;15;71
17,0375;17,0625;17;87;28;95
17,05;17,075;30;108;29;101
17,0625;17,0875;36;123;23;105
17,075;17,1;33;130;23;128
17,0875;17,1125;26;137;27;132
17,1;17,125;22;155;34;130
17,1125;17,1375;33;164;33;144
17,125;17,15;52;170;30;154
17,1375;17,1625;48;172;37;163
17,15;17,175;31;175;39;155
17,1625;17,1875;27;171;26;161
17,175;17,2;40;183;41;174
17,1875;17,2125;54;185;50;164
17,2;17,225;58;168;37;159
17,2125;17,2375;60;176;38;167
17,225;17,25;55;176;52;165
17,2375;17,2625;61;183;51;164
17,25;17,275;68;193;49;169
17,2625;17,2875;63;177;54;170
17,275;17,3;59;177;47;161
17,2875;17,3125;62;181;59;149
17,3;17,325;68;184;57;167
17,3125;17,3375;81;178;53;180
17,325;17,35;81;176;57;184
17,3375;17,3625;84;179;53;184
17,35;17,375;84;177;57;158
17,3625;17,3875;78;173;71;151
17,375;17,4;84;170;79;157
17,3875;17,4125;91;172;67;153
17,4;17,425;89;169;59;154
17,4125;17,4375;90;156;75;162
17,425;17,45;92;157;83;179
17,4375;17,4625;81;171;82;176
17,45;17,475;64;161;71;156
17,4625;17,4875;66;168;58;145
17,475;17,5;73;170;73;150
17,4875;17,5125;72;158;86;161
17,5;17,525;84;169;97;159
17,5125;17,5375;86;167;91;158
17,525;17,55;78;157;86;160
17,5375;17,5625;92;163;86;157
17,55;17,575;90;170;75;156
17,5625;17,5875;85;178;78;155
17,575;17,6;91;176;79;157
17,5875;17,6125;83;166;84;166
17,6;17,625;71;165;89;169
17,6125;17,6375;74;170;89;170
17,625;17,65;76;166;86;160
17,6375;17,6625;82;174;85;144
17,65;17,675;95;176;92;155
17,6625;17,6875;93;154;80;169
17,675;17,7;85;153;74;162
17,6875;17,7125;87;160;83;150
17,7;17,725;87;155;93;156
17,7125;17,7375;88;154;99;157
17,725;17,75;101;155;109;161
17,7375;17,7625;101;160;113;170
17,75;17,775;93;157;112;161
17,7625;17,7875;89;142;118;160
17,775;17,8;95;154;127;168
17,7875;17,8125;96;155;122;171
17,8;17,825;85;146;119;173
17,8125;17,8375;98;149;125;168
17,825;17,85;102;136;115;154
17,8375;17,8625;90;124;106;150
17,85;17,875;106;130;120;150
17,8625;17,8875;111;123;119;142
17,875;17,9;103;120;114;137
17,8875;17,9125;98;121;107;136
17,9;17,925;95;110;105;128
17,9125;17,9375;107;120;118;133
17,925;17,95;105;114;117;146
17,9375;17,9625;94;109;107;134
17,95;17,975;93;119;100;122
17,9625;17,9875;96;117;102;133
17,975;18;96;122;104;145
17,9875;18,0125;95;129;105;142
18;18,025;98;118;103;122
18,0125;18,0375;96;110;96;106
18,025;18,05;92;115;99;114
18,0375;18,0625;93;114;98;123
18,05;18,075;90;114;90;131
18,0625;18,0875;89;115;95;133
18,075;18,1;99;112;103;128
18,0875;18,1125;95;113;97;124
18,1;18,125;90;114;92;126
18,1125;18,1375;90;114;96;130
18,125;18,15;94;109;102;119
18,1375;18,1625;97;104;99;112
18,15;18,175;97;114;99;127
18,1625;18,1875;91;118;97;129
18,175;18,2;93;120;99;120
18,1875;18,2125;97;112;99;116
18,2;18,225;89;109;93;113
18,2125;18,2375;82;122;86;125
18,225;18,25;84;128;78;127
18,2375;18,2625;74;142;75;136
18,25;18,275;65;149;85;156
18,2625;18,2875;73;157;90;154
18,275;18,3;75;165;81;151
18,2875;18,3125;84;173;89;151
18,3;18,325;88;180;96;158
18,3125;18,3375;77;172;80;162
18,325;18,35;78;173;70;157
18,3375;18,3625;74;165;79;159
18,35;18,375;82;169;72;150
18,3625;18,3875;82;162;71;168
18,375;18,4;81;151;95;180
18,3875;18,4125;80;156;86;161
18,4;18,425;46;135;48;138
18,4125;18,4375;31;113;29;118
18,425;18,45;42;137;32;142
18,4375;18,4625;56;168;48;168
18,45;18,475;71;165;54;162
18,4625;18,4875;65;174;55;163
18,475;18,5;63;177;58;178
18,4875;18,5125;83;177;68;172
18,5;18,525;85;172;67;159
18,5125;18,5375;74;167;67;164
18,525;18,55;78;166;70;170
18,5375;18,5625;80;175;81;174
18,55;18,575;71;175;76;170
18,5625;18,5875;64;168;49;158
18,575;18,6;66;157;58;145
18,5875;18,6125;77;151;65;143
18,6;18,625;81;165;75;152
18,6125;18,6375;76;141;78;128
18,625;18,65;67;121;64;109
18,6375;18,6625;67;130;65;118
18,65;18,675;63;125;59;121
18,6625;18,6875;60;121;55;110
18,675;18,7;60;119;58;114
18,6875;18,7125;58;110;60;122
18,7;18,725;59;115;58;111
18,7125;18,7375;45;109;38;102
18,725;18,75;36;94;30;103
18,7375;18,7625;37;87;34;97
18,75;18,775;36;77;32;81
18,7625;18,7875;40;92;39;106
18,775;18,8;78;144;87;168
18,7875;18,8125;125;189;161;204
18,8;18,825;134;205;192;220
18,8125;18,8375;132;219;187;238
18,825;18,85;141;232;200;255
18,8375;18,8625;140;217;190;244
18,85;18,875;118;181;125;201
18,8625;18,8875;89;141;87;143
18,875;18,9;70;119;88;121
18,8875;18,9125;62;128;82;149
18,9;18,925;68;139;82;161
18,9125;18,9375;52;110;56;118
18,925;18,95;23;72;23;72
18,9375;18,9625;22;52;26;54
18,95;18,975;24;42;26;46
18,9625;18,9875;17;82;23;107
18,975;19;20;149;52;195
18,9875;19,0125;51;186;109;235
19;19,025;80;208;119;239
19,0125;19,0375;103;207;105;223
19,025;19,05;130;188;119;207
19,0375;19,0625;129;173;132;196
19,05;19,075;111;154;128;171
19,0625;19,0875;80;139;101;162
19,075;19,1;35;114;51;132
19,0875;19,1125;16;85;18;79
19,1;19,125;19;66;17;54
19,1125;19,1375;21;64;17;54
19,125;19,15;21;74;17;69
19,1375;19,1625;20;86;22;88
19,15;19,175;18;74;22;70
19,1625;19,1875;19;62;19;50
19,175;19,2;30;72;26;66
19,1875;19,2125;31;76;27;78
19,2;19,225;22;72;28;72
19,2125;19,2375;26;61;28;61
19,225;19,25;25;60;21;54
19,2375;19,2625;18;63;20;50
19,25;19,275;14;50;16;39
19,2625;19,2875;12;42;15;28
19,275;19,3;13;52;15;46
19,2875;19,3125;15;74;14;68
19,3;19,325;17;80;16;74
19,3125;19,3375;23;84;25;98
19,325;19,35;22;102;25;119
19,3375;19,3625;16;114;22;123
19,35;19,375;34;126;34;129
19,3625;19,3875;67;143;59;142
19,375;19,4;77;137;72;142
19,3875;19,4125;63;139;65;148
19,4;19,425;47;151;48;155
19,4125;19,4375;58;136;44;147
19,425;19,45;74;136;84;152
19,4375;19,4625;71;140;94;155
19,45;19,475;80;146;79;152
19,4625;19,4875;88;151;80;155
19,475;19,5;83;153;86;164
19,4875;19,5125;92;149;103;166
19,5;19,525;91;137;105;157
19,5125;19,5375;83;128;91;151
19,525;19,55;88;126;102;151
19,5375;19,5625;87;133;109;154
19,55;19,575;85;143;96;162
19,5625;19,5875;89;146;92;147
19,575;19,6;92;139;88;145
19,5875;19,6125;93;133;88;149
19,6;19,625;90;132;85;153
19,6125;19,6375;86;145;84;158
19,625;19,65;100;153;86;153
19,6375;19,6625;106;153;86;146
19,65;19,675;97;142;88;142
19,6625;19,6875;91;140;96;151
19,675;19,7;82;148;99;153
19,6875;19,7125;80;132;95;143
19,7;19,725;78;130;110;155
19,7125;19,7375;86;140;119;170
19,725;19,75;90;138;96;156
19,7375;19,7625;85;142;85;155
19,75;19,775;90;134;86;162
19,7625;19,7875;88;133;90;149
19,775;19,8;80;139;98;150
19,7875;19,8125;83;148;96;166
19,8;19,825;86;155;82;166
19,8125;19,8375;94;154;78;161
19,825;19,85;85;160;86;159
19,8375;19,8625;75;170;89;164
19,85;19,875;73;170;61;167
19,8625;19,8875;68;164;49;179
19,875;19,9;86;164;68;175
19,8875;19,9125;101;163;78;159
19,9;19,925;96;163;88;167
19,9125;19,9375;82;167;87;157
19,925;19,95;85;180;73;149
19,9375;19,9625;78;183;71;162
19,95;19,975;68;168;82;168
19,9625;19,9875;80;167;75;160
19,975;20;87;169;60;158
19,9875;20,0125;86;162;74;158
20;20,025;78;155;82;161
20,0125;20,0375;73;157;76;173
20,025;20,05;83;161;68;165
20,0375;20,0625;98;164;89;167
20,05;20,075;87;171;104;174
20,0625;20,0875;73;155;82;152
20,075;20,1;94;163;78;138
20,0875;20,1125;98;167;83;149
20,1;20,125;89;166;87;164
20,1125;20,1375;90;173;70;159
20,125;20,15;84;173;63;151
20,1375;20,1625;82;164;73;151
20,15;20,175;86;153;71;146
20,1625;20,1875;99;168;65;145
20,175;20,2;94;157;82;149
20,1875;20,2125;81;159;90;150
20,2;20,225;77;180;87;160
20,2125;20,2375;81;162;87;167
20,225;20,25;82;157;67;157
20,2375;20,2625;79;168;70;161
20,25;20,275;79;174;100;174
20,2625;20,2875;71;155;102;173
20,275;20,3;88;149;82;162
20,2875;20,3125;96;168;77;162
20,3;20,325;94;178;73;159
20,3125;20,3375;84;175;69;154
20,325;20,35;52;145;59;136
20,3375;20,3625;50;127;62;126
20,35;20,375;68;144;60;123
20,3625;20,3875;84;159;64;134
20,375;20,4;89;157;85;143
20,3875;20,4125;85;162;85;148
20,4;20,425;87;159;85;165
20,4125;20,4375;79;141;72;160
20,425;20,45;81;151;60;147
20,4375;20,4625;73;144;53;122
20,45;20,475;55;133;61;119
20,4625;20,4875;62;135;79;154
20,475;20,5;63;129;68;152
20,4875;20,5125;63;138;58;143
20,5;20,525;61;146;63;156
20,5125;20,5375;76;161;77;166
20,525;20,55;86;170;87;170
20,5375;20,5625;65;155;75;158
20,55;20,575;71;156;66;155
20,5625;20,5875;77;166;56;176
20,575;20,6;64;141;55;148
