Start;Stop;;
9,7;9,725;75,6267;80,6945
9,7125;9,7375;74,7468;77,3318
9,725;9,75;84,2739;69,9003
9,7375;9,7625;84,4648;71,9373
9,75;9,775;72,1859;69,835
9,7625;9,7875;66,2037;68,5137
9,775;9,8;68,6979;72,9703
9,7875;9,8125;79,389;62,2276
9,8;9,825;76,4006;58,0845
9,8125;9,8375;75,3585;61,3548
9,825;9,85;73,188;54,539
9,8375;9,8625;64,2871;52,3966
9,85;9,875;61,2598;64,9296
9,8625;9,8875;63,7888;74,1535
9,875;9,9;66,7698;72,1536
9,8875;9,9125;64,2453;67,3567
9,9;9,925;68,2418;60,7643
9,9125;9,9375;74,7292;56,182
9,925;9,95;72,2181;61,0836
9,9375;9,9625;67,4491;63,2826
9,95;9,975;60,9213;76,0286
9,9625;9,9875;68,8999;72,2089
9,975;10;71,739;61,881
9,9875;10,0125;70,0622;62,7468
10;10,025;70,2116;53,386
10,0125;10,0375;61,3262;57,0896
10,025;10,05;65,3973;67,845
10,0375;10,0625;73,398;72,3544
10,05;10,075;78,1788;83,3107
10,0625;10,0875;79,7306;95,4926
10,075;10,1;85,3022;99,0083
10,0875;10,1125;87,3968;106,167
10,1;10,125;92,087;115,397
10,1125;10,1375;102,469;117,851
10,125;10,15;103,231;123,326
10,1375;10,1625;100,696;137,104
10,15;10,175;104,388;150,211
10,1625;10,1875;112,904;167,091
10,175;10,2;112,941;159,033
10,1875;10,2125;111,014;151,96
10,2;10,225;112,772;168,049
10,2125;10,2375;123,296;183,702
10,225;10,25;125,625;190,718
10,2375;10,2625;125,173;183,026
10,25;10,275;138,468;199,738
10,2625;10,2875;136,675;216,684
10,275;10,3;140,795;226,393
10,2875;10,3125;157,908;223,867
10,3;10,325;146,367;228,512
10,3125;10,3375;141,538;227,319
10,325;10,35;146,66;200,892
10,3375;10,3625;134,592;203,151
10,35;10,375;134,411;208,328
10,3625;10,3875;158,832;240,714
10,375;10,4;161,967;238,295
10,3875;10,4125;140,653;188,942
10,4;10,425;137,252;178,344
10,4125;10,4375;134,893;201,03
10,425;10,45;122,464;207,982
10,4375;10,4625;124,385;185,128
10,45;10,475;131,819;176,511
10,4625;10,4875;128,28;184,892
10,475;10,5;120,707;193,92
10,4875;10,5125;107,637;173,217
10,5;10,525;98,4314;144,872
10,5125;10,5375;107,054;161,035
10,525;10,55;98,396;144,241
10,5375;10,5625;76,7313;102,602
10,55;10,575;81,0523;104,096
10,5625;10,5875;74,466;90,8485
10,575;10,6;67,1468;81,4853
10,5875;10,6125;74,0379;82,8167
10,6;10,625;75,9648;82,531
10,6125;10,6375;71,0777;80,4635
10,625;10,65;76,9215;76,4827
10,6375;10,6625;88,3573;80,4256
10,65;10,675;86,6855;97,4168
10,6625;10,6875;84,1414;105,885
10,675;10,7;92,2764;108,01
10,6875;10,7125;94,6645;117,929
10,7;10,725;90,8698;142,371
10,7125;10,7375;97,5967;158,054
10,725;10,75;98,5035;143,62
10,7375;10,7625;96,4305;126,043
10,75;10,775;131,876;149,639
10,7625;10,7875;152,478;163,288
10,775;10,8;139,53;155,913
10,7875;10,8125;116,865;135,959
10,8;10,825;103,965;124,898
10,8125;10,8375;122,286;137,303
10,825;10,85;121,172;117,413
10,8375;10,8625;93,8428;90,8394
10,85;10,875;92,8294;89,9028
10,8625;10,8875;95,5764;95,6289
10,875;10,9;95,6769;92,9118
10,8875;10,9125;13301,2;6204,26
10,9;10,925;17213,2;10687,1
10,9125;10,9375;11233,7;8997,79
10,925;10,95;3325,93;3413,21
10,9375;10,9625;2837,61;3019,4
10,95;10,975;2395,22;2305,58
10,9625;10,9875;1796,59;2040,02
10,975;11;1421,9;1660,5
10,9875;11,0125;1243,35;1395,36
11;11,025;1137,33;1118,23
11,0125;11,0375;923,017;921,942
11,025;11,05;821,48;731,213
11,0375;11,0625;651,593;615,895
11,05;11,075;530,005;561,485
11,0625;11,0875;476,805;476,534
11,075;11,1;367,611;381,854
11,0875;11,1125;314,843;304,239
11,1;11,125;272,398;286,515
11,1125;11,1375;254,463;266,574
11,125;11,15;233,9;227,132
11,1375;11,1625;191,172;179,203
11,15;11,175;176,231;153,023
11,1625;11,1875;162,556;152,169
11,175;11,2;139,897;137,596
11,1875;11,2125;140,216;135,416
11,2;11,225;130,634;130,549
11,2125;11,2375;113,262;116,674
11,225;11,25;110,421;105,93
11,2375;11,2625;109,034;105,892
11,25;11,275;113,079;125,35
11,2625;11,2875;108,048;117,579
11,275;11,3;106,992;98,4284
11,2875;11,3125;113,841;99,3001
11,3;11,325;111,199;104,199
11,3125;11,3375;106,998;103,416
11,325;11,35;100,559;92,2247
11,3375;11,3625;96,114;89,5647
11,35;11,375;94,5858;94,044
11,3625;11,3875;88,3617;100,626
11,375;11,4;85,7652;93,6174
11,3875;11,4125;91,0425;101,93
11,4;11,425;94,29;102,784
11,4125;11,4375;97,4231;96,7182
11,425;11,45;37543,8;12421,6
11,4375;11,4625;67703,1;31789,7
11,45;11,475;56651;29707,9
11,4625;11,4875;7694;7884,07
11,475;11,5;5974,54;7548,4
11,4875;11,5125;5004,9;5716,33
11,5;11,525;4627,86;4202,24
11,5125;11,5375;3463,36;3337,9
11,525;11,55;2680,11;2872,08
11,5375;11,5625;2170,64;2478,06
11,55;11,575;1970,43;2149,93
11,5625;11,5875;1897,73;1784,1
11,575;11,6;1388,7;1594,45
11,5875;11,6125;1249,86;1287,93
11,6;11,625;1151,69;1069,58
11,6125;11,6375;902,458;884,838
11,625;11,65;790,986;677,392
11,6375;11,6625;627,445;570,217
11,65;11,675;490,527;575,083
11,6625;11,6875;524,124;522,529
11,675;11,7;438,656;418,902
11,6875;11,7125;334,319;349,046
11,7;11,725;321,872;253,437
11,7125;11,7375;236,011;226,77
11,725;11,75;203,075;228,126
11,7375;11,7625;181,221;201,693
11,75;11,775;139,536;163,75
11,7625;11,7875;128,477;144,771
11,775;11,8;139,302;126,731
11,7875;11,8125;129,065;114,636
11,8;11,825;107,283;96,4576
11,8125;11,8375;101,107;101,495
11,825;11,85;99,8143;105,414
11,8375;11,8625;94,5081;96,7669
11,85;11,875;92,1948;98,2686
11,8625;11,8875;93,4958;97,4284
11,875;11,9;100,582;97,2409
11,8875;11,9125;109,852;93,8086
11,9;11,925;110,692;87,6973
11,9125;11,9375;118,518;117,04
11,925;11,95;130,774;134,132
11,9375;11,9625;127,535;151,432
11,95;11,975;134,574;170,158
11,9625;11,9875;151,81;165,253
11,975;12;135,542;146,584
11,9875;12,0125;165,291;194,156
12;12,025;213,268;251,628
12,0125;12,0375;228,034;215,603
12,025;12,05;242,588;150,179
12,0375;12,0625;228,035;144,753
12,05;12,075;207,363;204,429
12,0625;12,0875;201,245;203,365
12,075;12,1;195,341;178,902
12,0875;12,1125;245,003;219,204
12,1;12,125;8462,5;11484,9
12,1125;12,1375;8774,55;11619,6
12,125;12,15;2455,1;1976,38
12,1375;12,1625;1318,01;1492,78
12,15;12,175;1377,08;1479,37
12,1625;12,1875;1124,59;1133,64
12,175;12,2;899,996;945,682
12,1875;12,2125;696,506;740,555
12,2;12,225;575,895;601,165
12,2125;12,2375;500,511;523,474
12,225;12,25;406,237;453,221
12,2375;12,2625;337,507;386,337
12,25;12,275;277,465;318,095
12,2625;12,2875;261,167;251,318
12,275;12,3;230,941;227,556
12,2875;12,3125;210,534;176,754
12,3;12,325;189,998;152,243
12,3125;12,3375;143,204;144,343
12,325;12,35;129,886;133,191
12,3375;12,3625;130,148;126,285
12,35;12,375;107,64;112,113
12,3625;12,3875;102,029;99,1457
12,375;12,4;95,6353;93,243
12,3875;12,4125;88,2856;81,485
12,4;12,425;85,9026;78,6665
12,4125;12,4375;84,2433;82,3341
12,425;12,45;80,4391;74,4446
12,4375;12,4625;72,3005;70,3377
12,45;12,475;81,0647;71,1709
12,4625;12,4875;81,7591;82,0917
12,475;12,5;176,402;188,095
12,4875;12,5125;8256,35;10881,9
12,5;12,525;8586,49;11041,3
12,5125;12,5375;2502,46;2094,96
12,525;12,55;1204,68;1455,51
12,5375;12,5625;1248,98;1360,49
12,55;12,575;1075,8;988,326
12,5625;12,5875;795,452;895,856
12,575;12,6;694,273;775,806
12,5875;12,6125;618,981;531,535
12,6;12,625;508,788;470,569
12,6125;12,6375;453,476;440,147
12,625;12,65;408,505;368,84
12,6375;12,6625;349,443;298,175
12,65;12,675;292,194;218,16
12,6625;12,6875;223,442;190,885
12,675;12,7;209,195;159,909
12,6875;12,7125;176,781;142,958
12,7;12,725;156,781;145,993
12,7125;12,7375;146,321;125,829
12,725;12,75;125,758;103,854
12,7375;12,7625;112,51;100,616
12,75;12,775;102,134;92,8884
12,7625;12,7875;96,715;101,229
12,775;12,8;105,955;106,705
12,7875;12,8125;92,7525;93,6321
12,8;12,825;78,4929;87,1437
12,8125;12,8375;86,9702;88,1308
12,825;12,85;89,8494;86,6488
12,8375;12,8625;90,2896;95,6338
12,85;12,875;117,379;206,555
12,8625;12,8875;3217,67;4810,83
12,875;12,9;3286,38;4864,94
12,8875;12,9125;2932,34;1914,2
12,9;12,925;2963,17;2026,58
12,9125;12,9375;1028,46;1148,98
12,925;12,95;815,485;816,795
12,9375;12,9625;619,113;759,527
12,95;12,975;585,761;590,473
12,9625;12,9875;514,925;442,194
12,975;13;340,584;340
12,9875;13,0125;318,267;310,358
13;13,025;277,55;310,505
13,0125;13,0375;238,038;263,827
13,025;13,05;214,298;224,074
13,0375;13,0625;191,635;202,919
13,05;13,075;179,155;197,702
13,0625;13,0875;166,02;180,471
13,075;13,1;144,549;165,805
13,0875;13,1125;130,882;182,884
13,1;13,125;126,991;174,58
13,1125;13,1375;122,86;148,627
13,125;13,15;115,675;142,491
13,1375;13,1625;135,926;167,03
13,15;13,175;142,555;174,752
13,1625;13,1875;126,101;153,842
13,175;13,2;128,354;157,977
13,1875;13,2125;134,119;171,405
13,2;13,225;129,702;161,649
13,2125;13,2375;127,2;151,346
13,225;13,25;129,357;143,233
13,2375;13,2625;116,126;131,338
13,25;13,275;111,869;131,336
13,2625;13,2875;1243,52;1197,11
13,275;13,3;3547,46;3278,04
13,2875;13,3125;3746,34;3438,46
13,3;13,325;1916,83;1710,66
13,3125;13,3375;1271,76;1060,02
13,325;13,35;1079,93;1064,09
13,3375;13,3625;734,991;874,548
13,35;13,375;720,572;807,38
13,3625;13,3875;564,417;646,806
13,375;13,4;417,801;450,425
13,3875;13,4125;370,821;431,15
13,4;13,425;323,24;355,197
13,4125;13,4375;239,222;272,038
13,425;13,45;222,519;244,847
13,4375;13,4625;233,516;212,164
13,45;13,475;212,072;182,457
13,4625;13,4875;173,704;171,121
13,475;13,5;138,83;134,12
13,4875;13,5125;115,58;116,63
13,5;13,525;113,199;106,094
13,5125;13,5375;106,61;100,239
13,525;13,55;84,6454;88,5795
13,5375;13,5625;77,1946;81,7802
13,55;13,575;80,6632;72,3662
13,5625;13,5875;80,3473;69,816
13,575;13,6;68,9935;63,9891
13,5875;13,6125;59,5331;60,3615
13,6;13,625;66,4451;59,5056
13,6125;13,6375;87,2018;83,0987
13,625;13,65;1296,9;1365,17
13,6375;13,6625;1491,89;1475,74
13,65;13,675;3447,26;2908,67
13,6625;13,6875;3418,83;2916,61
13,675;13,7;831,86;932,629
13,6875;13,7125;712,727;829,63
13,7;13,725;559,914;555,913
13,7125;13,7375;501,896;481,43
13,725;13,75;435,616;485,286
13,7375;13,7625;377,433;449,702
13,75;13,775;288,632;356,749
13,7625;13,7875;249,679;278,584
13,775;13,8;240,218;207,14
13,7875;13,8125;186,239;178,57
13,8;13,825;166,215;168,428
13,8125;13,8375;146,653;169,244
13,825;13,85;131,711;145,956
13,8375;13,8625;111,589;125,466
13,85;13,875;102,079;122,555
13,8625;13,8875;95,9773;113,777
13,875;13,9;89,6402;110,937
13,8875;13,9125;79,6384;104,219
13,9;13,925;83,7683;95,5181
13,9125;13,9375;96,3197;110,037
13,925;13,95;97,1755;125,582
13,9375;13,9625;96,5034;144,765
13,95;13,975;89,9507;132,78
13,9625;13,9875;99,9746;123,453
13,975;14;124,695;150,653
13,9875;14,0125;178,746;216,05
14;14,025;2373,12;2301,21
14,0125;14,0375;2568,41;2407,21
14,025;14,05;1128,57;875,669
14,0375;14,0625;786,48;655,274
14,05;14,075;697,512;613,205
14,0625;14,0875;506,159;525,949
14,075;14,1;405,927;392,785
14,0875;14,1125;344,257;350,189
14,1;14,125;298,132;336,811
14,1125;14,1375;249,381;301,211
14,125;14,15;222,036;269,923
14,1375;14,1625;203,858;265,096
14,15;14,175;216,325;245,16
14,1625;14,1875;200,319;236,12
14,175;14,2;178,32;252,056
14,1875;14,2125;173,7;235,679
14,2;14,225;147,763;205,599
14,2125;14,2375;127,386;187,143
14,225;14,25;131,226;172,608
14,2375;14,2625;134,848;173,829
14,25;14,275;124,458;176,53
14,2625;14,2875;125,052;149,762
14,275;14,3;121,078;136,783
14,2875;14,3125;111,532;132,748
14,3;14,325;107,128;142,024
14,3125;14,3375;102,606;136,374
14,325;14,35;109,426;133,239
14,3375;14,3625;134,985;152,777
14,35;14,375;2135,48;3159,1
14,3625;14,3875;2807,36;3819,29
14,375;14,4;1921,01;2230,25
14,3875;14,4125;855,549;856,047
14,4;14,425;796,451;866,745
14,4125;14,4375;658,72;749,593
14,425;14,45;590,047;546,202
14,4375;14,4625;523,964;446,743
14,45;14,475;442,479;382,666
14,4625;14,4875;380,816;328,949
14,475;14,5;290,16;302,012
14,4875;14,5125;244,99;244,269
14,5;14,525;220,483;209,979
14,5125;14,5375;208,136;199,226
14,525;14,55;179,652;173,41
14,5375;14,5625;150,55;154,271
14,55;14,575;137,717;146,264
14,5625;14,5875;117,8;130,522
14,575;14,6;103,078;112,055
14,5875;14,6125;97,5334;111,676
14,6;14,625;97,6221;107,054
14,6125;14,6375;98,2509;88,5324
14,625;14,65;97,4526;82,2736
14,6375;14,6625;101,387;88,2091
14,65;14,675;106,209;88,794
14,6625;14,6875;90,9344;83,6897
14,675;14,7;84,131;81,2826
14,6875;14,7125;91,0865;81,0629
14,7;14,725;179,367;95,1008
14,7125;14,7375;7798,27;2063,18
14,725;14,75;8007,34;3652,22
14,7375;14,7625;1984,84;3087,31
14,75;14,775;968,803;837,178
14,7625;14,7875;799,922;680,064
14,775;14,8;713,451;582,705
14,7875;14,8125;530,915;486,108
14,8;14,825;399,608;413,066
14,8125;14,8375;365,433;342,521
14,825;14,85;300,941;299,992
14,8375;14,8625;266,414;255,413
14,85;14,875;252,446;208,13
14,8625;14,8875;210,09;177,528
14,875;14,9;172,427;147,515
14,8875;14,9125;158,275;126,606
14,9;14,925;131,277;111,451
14,9125;14,9375;106,303;103,148
14,925;14,95;99,4059;91,5832
14,9375;14,9625;94,3704;79,2293
14,95;14,975;91,6873;76,3689
14,9625;14,9875;91,5196;75,3403
14,975;15;85,8707;71,7355
14,9875;15,0125;78,0021;64,1783
15;15,025;71,0476;57,0111
15,0125;15,0375;71,1493;61,4449
15,025;15,05;74,0347;58,6919
15,0375;15,0625;90,6853;61,6746
15,05;15,075;254,952;133,09
15,0625;15,0875;3634,18;2662,72
15,075;15,1;3690,22;2763,74
15,0875;15,1125;777,969;817,967
15,1;15,125;518,953;460,607
15,1125;15,1375;465,21;417,088
15,125;15,15;386,516;361,652
15,1375;15,1625;341,915;345,915
15,15;15,175;274,135;289,032
15,1625;15,1875;209,412;231,777
15,175;15,2;198,96;231,13
15,1875;15,2125;187,934;204,146
15,2;15,225;165,538;169,685
15,2125;15,2375;153,805;164,193
15,225;15,25;145,399;160,013
15,2375;15,2625;133,992;139,69
15,25;15,275;115,447;128,787
15,2625;15,2875;112,82;130,854
15,275;15,3;111,974;133,58
15,2875;15,3125;109,708;144,24
15,3;15,325;108,684;145,834
15,3125;15,3375;104,713;141,003
15,325;15,35;104,994;141,706
15,3375;15,3625;114,428;161,8
15,35;15,375;126,291;163,177
15,3625;15,3875;125,382;141,181
15,375;15,4;121,336;143,62
15,3875;15,4125;137,622;178,442
15,4;15,425;178,479;387,54
15,4125;15,4375;2033,07;2714,02
15,425;15,45;2060,01;2735,06
15,4375;15,4625;474,793;609,249
15,45;15,475;430,905;504
15,4625;15,4875;408,135;457,65
15,475;15,5;352,782;395,022
15,4875;15,5125;286,014;349,458
15,5;15,525;232,244;293,137
15,5125;15,5375;211,274;279,392
15,525;15,55;203,024;261,52
15,5375;15,5625;191,917;223,621
15,55;15,575;192,542;226,627
15,5625;15,5875;185,452;236,462
15,575;15,6;175,928;243,65
15,5875;15,6125;172,182;244,642
15,6;15,625;151,309;223,215
15,6125;15,6375;127,843;193,043
15,625;15,65;144,659;194,765
15,6375;15,6625;144,698;209,522
15,65;15,675;148,987;231,729
15,6625;15,6875;157,348;255,302
15,675;15,7;154,897;237,347
15,6875;15,7125;166,142;242,416
15,7;15,725;161,626;231,511
15,7125;15,7375;163,032;240,079
15,725;15,75;173,026;264,449
15,7375;15,7625;160,008;241,759
15,75;15,775;147,448;219,882
15,7625;15,7875;173,499;282,991
15,775;15,8;2468,18;3160,11
15,7875;15,8125;2501,91;3196,86
15,8;15,825;651,371;762,24
15,8125;15,8375;634,61;777,505
15,825;15,85;530,839;658,98
15,8375;15,8625;467,588;429,58
15,85;15,875;419,256;372,81
15,8625;15,8875;2140,2;1337,68
15,875;15,9;2166,69;1378,13
15,8875;15,9125;687,044;588,589
15,9;15,925;626,48;535,657
15,9125;15,9375;535,736;509,185
15,925;15,95;524,779;461,916
15,9375;15,9625;406,226;376,132
15,95;15,975;405,411;408,232
15,9625;15,9875;353,876;355,118
15,975;16;225,369;227,169
15,9875;16,0125;236,795;275,209
16;16,025;231,416;245,209
16,0125;16,0375;210,084;191,66
16,025;16,05;225,087;192,296
16,0375;16,0625;195,134;160,036
16,05;16,075;154,233;142,246
16,0625;16,0875;135,274;120,462
16,075;16,1;119,496;107,753
16,0875;16,1125;125,201;207,729
16,1;16,125;1513,11;2246,06
16,1125;16,1375;1591,76;2300,28
16,125;16,15;642,472;720,674
16,1375;16,1625;497,414;613,947
16,15;16,175;392,111;504,793
16,1625;16,1875;345,925;424,85
16,175;16,2;302,775;349,214
16,1875;16,2125;264,682;289,788
16,2;16,225;227,536;235,612
16,2125;16,2375;185,402;220,184
16,225;16,25;162,791;209,089
16,2375;16,2625;158,206;174,463
16,25;16,275;912,325;1342,64
16,2625;16,2875;966,14;1413,22
16,275;16,3;474,949;558,886
16,2875;16,3125;421,424;408,229
16,3;16,325;317,637;312,96
16,3125;16,3375;266,746;262,293
16,325;16,35;253,788;231,048
16,3375;16,3625;220,789;214,814
16,35;16,375;225,542;232,205
16,3625;16,3875;316,615;287,217
16,375;16,4;288,698;251,177
16,3875;16,4125;160,458;142,784
16,4;16,425;148,072;121,648
16,4125;16,4375;140,207;134,048
16,425;16,45;120,479;135,198
16,4375;16,4625;105,372;120,213
16,45;16,475;187,909;248,859
16,4625;16,4875;2899,59;3892,03
16,475;16,5;2928,08;3919,85
16,4875;16,5125;582,417;763,225
16,5;16,525;524,352;742,63
16,5125;16,5375;566,57;585,317
16,525;16,55;508,428;428,766
16,5375;16,5625;351,918;406,989
16,55;16,575;302,66;377,456
16,5625;16,5875;250,242;298,091
16,575;16,6;213,416;257,788
16,5875;16,6125;176,3;226,258
16,6;16,625;151,223;155,201
16,6125;16,6375;150,774;139,604
16,625;16,65;787,998;589,442
16,6375;16,6625;817,089;622,073
16,65;16,675;311,333;277,248
16,6625;16,6875;249,82;231,645
16,675;16,7;206,105;214,897
16,6875;16,7125;175,751;184,937
16,7;16,725;154,887;168,654
16,7125;16,7375;131,903;150,815
16,725;16,75;112,911;117,091
16,7375;16,7625;106,273;97,3791
16,75;16,775;87,6884;85,9464
16,7625;16,7875;75,3708;85,8782
16,775;16,8;87,8822;86,0642
16,7875;16,8125;105,59;89,744
16,8;16,825;554,555;216,442
16,8125;16,8375;5713,29;2198,51
16,825;16,85;5706,44;2232,05
16,8375;16,8625;622,991;601,282
16,85;16,875;517,552;547,854
16,8625;16,8875;441,359;475,557
16,875;16,9;398,957;409,179
16,8875;16,9125;336,567;391,915
16,9;16,925;281,427;344,861
16,9125;16,9375;240,695;264,496
16,925;16,95;199,389;252,144
16,9375;16,9625;166,99;222,947
16,95;16,975;146,006;178,76
16,9625;16,9875;131,66;139,817
16,975;17;128,922;130,75
16,9875;17,0125;860,54;817,76
17;17,025;945,119;908,01
17,0125;17,0375;442,773;450,119
17,025;17,05;287,766;270,95
17,0375;17,0625;264,543;248,702
17,05;17,075;196,64;212,304
17,0625;17,0875;164,997;182,602
17,075;17,1;148,398;161,401
17,0875;17,1125;127,887;143,25
17,1;17,125;103,444;128,457
17,1125;17,1375;94,866;111,684
17,125;17,15;96,7665;113,577
17,1375;17,1625;90,138;118,011
17,15;17,175;85,2369;105,961
17,1625;17,1875;537,532;201,903
17,175;17,2;4748,57;2267,15
17,1875;17,2125;4749,58;2313,72
17,2;17,225;661,21;594,071
17,2125;17,2375;501,031;552,277
17,225;17,25;416,673;536,251
17,2375;17,2625;361,324;379,869
17,25;17,275;322,785;303,094
17,2625;17,2875;248,12;240,631
17,275;17,3;201,842;208,791
17,2875;17,3125;179,039;203,744
17,3;17,325;155,189;187,211
17,3125;17,3375;131,221;140,032
17,325;17,35;112,768;119,274
17,3375;17,3625;129,853;130,221
17,35;17,375;1328,47;1320,18
17,3625;17,3875;1339,31;1336,97
17,375;17,4;265,476;303,589
17,3875;17,4125;249,233;243,721
17,4;17,425;233,623;190,063
17,4125;17,4375;193,751;163,722
17,425;17,45;150,306;130,698
17,4375;17,4625;121,049;110,369
17,45;17,475;109,889;106,383
17,4625;17,4875;103,24;98,325
17,475;17,5;97,0872;90,8127
17,4875;17,5125;86,9469;75,7634
17,5;17,525;78,2245;70,1618
17,5125;17,5375;74,0316;75,4071
17,525;17,55;148,636;244,873
17,5375;17,5625;2343,61;2937,79
17,55;17,575;2371,71;2964,31
17,5625;17,5875;551,294;650,607
17,575;17,6;543,763;644,242
17,5875;17,6125;471,646;541,815
17,6;17,625;379,987;386,423
17,6125;17,6375;336,795;335,762
17,625;17,65;285,014;293,565
17,6375;17,6625;239,092;247,135
17,65;17,675;203,205;211,381
17,6625;17,6875;165,759;183,282
17,675;17,7;166,73;178,514
17,6875;17,7125;163,222;169,587
17,7;17,725;157,638;159,588
17,7125;17,7375;2436,09;1237,53
17,725;17,75;2442,02;1249,65
17,7375;17,7625;270,656;269,113
17,75;17,775;232,501;222,783
17,7625;17,7875;207,641;194,526
17,775;17,8;177,458;182,059
17,7875;17,8125;170,302;165,18
17,8;17,825;156,916;143,024
17,8125;17,8375;126,109;139,18
17,825;17,85;104,262;132,637
17,8375;17,8625;107,081;120,537
17,85;17,875;111,834;115,737
17,8625;17,8875;103,225;117,062
17,875;17,9;90,8734;115,933
17,8875;17,9125;104,617;143,86
17,9;17,925;1300,81;2994,19
17,9125;17,9375;1785,78;3277,11
17,925;17,95;1282,19;1405
17,9375;17,9625;616,135;631,912
17,95;17,975;601,672;601,829
17,9625;17,9875;463,635;510,149
17,975;18;386,465;439,004
17,9875;18,0125;308,673;380,006
18;18,025;272,72;328,674
18,0125;18,0375;235,219;274,009
18,025;18,05;189,896;223,158
18,0375;18,0625;173,63;181,933
18,05;18,075;157,527;167,509
18,0625;18,0875;136,226;158,392
18,075;18,1;121,842;148,651
18,0875;18,1125;126,653;137,095
18,1;18,125;1355,66;792,315
18,1125;18,1375;1366,46;814,576
18,125;18,15;268,13;283,883
18,1375;18,1625;248,724;251,672
18,15;18,175;228,733;214,821
18,1625;18,1875;196,893;194,88
18,175;18,2;155,068;179,347
18,1875;18,2125;139,949;154,03
18,2;18,225;147,96;143,773
18,2125;18,2375;140,096;137,004
18,225;18,25;121,418;131,496
18,2375;18,2625;110,081;125,72
18,25;18,275;109,391;126,984
18,2625;18,2875;110,37;130,834
18,275;18,3;99,5671;120,625
18,2875;18,3125;117,812;213,596
18,3;18,325;1990,4;2620,31
18,3125;18,3375;2019,78;2667,72
18,325;18,35;444,781;604,844
18,3375;18,3625;375,807;373,07
18,35;18,375;336,935;346,824
18,3625;18,3875;258,205;304,104
18,375;18,4;223,371;248,639
18,3875;18,4125;219,688;205,489
18,4;18,425;181,298;163,759
18,4125;18,4375;139,503;139,461
18,425;18,45;122,445;123,24
18,4375;18,4625;98,6802;114,176
18,45;18,475;92,1091;104,3
18,4625;18,4875;96,5928;93,0241
18,475;18,5;951,871;511,583
18,4875;18,5125;1079,81;752,339
18,5;18,525;568,015;615,687
18,5125;18,5375;323,035;364,559
18,525;18,55;283,243;320,398
18,5375;18,5625;244,468;256,9
18,55;18,575;216,423;227,266
18,5625;18,5875;194,718;205,72
18,575;18,6;167,085;176,746
18,5875;18,6125;144,92;158,971
18,6;18,625;143,708;140,686
18,6125;18,6375;131,725;129,458
18,625;18,65;108,267;113,673
18,6375;18,6625;109,18;109,016
18,65;18,675;128,306;151,258
18,6625;18,6875;1402,08;2140,09
18,675;18,7;1409,53;2150,91
18,6875;18,7125;239,321;282,25
18,7;18,725;223,727;221,239
18,7125;18,7375;192,712;229,023
18,725;18,75;149,623;173,872
18,7375;18,7625;139,818;136,776
18,75;18,775;135,084;124,595
18,7625;18,7875;117,339;107,826
18,775;18,8;110,99;100,363
18,7875;18,8125;105,675;98,9582
18,8;18,825;98,0032;82,56
18,8125;18,8375;98,04;73,9578
18,825;18,85;92,5163;78,1423
18,8375;18,8625;82,7381;81,1605
18,85;18,875;91,8211;81,0208
18,8625;18,8875;1727,41;1180,88
18,875;18,9;1771,63;1281,51
18,8875;18,9125;586,607;665,94
18,9;18,925;578,978;654,499
18,9125;18,9375;508,866;587,904
18,925;18,95;397,552;421,442
18,9375;18,9625;293,009;318,326
18,95;18,975;249,362;271,743
18,9625;18,9875;230,337;256,179
18,975;19;199,328;202,858
18,9875;19,0125;169,213;169,896
19;19,025;157,723;149,714
19,0125;19,0375;140,014;129,956
19,025;19,05;124,169;111,474
19,0375;19,0625;96,3669;93,2351
19,05;19,075;108,843;175,192
19,0625;19,0875;1665,32;2160,33
19,075;19,1;1696,91;2185,31
19,0875;19,1125;430,429;457,482
19,1;19,125;371,173;387,097
19,1125;19,1375;327,693;356,542
19,125;19,15;266,02;305,537
19,1375;19,1625;222,22;257,775
19,15;19,175;184,884;202,302
19,1625;19,1875;167,534;177,86
19,175;19,2;151,438;158,786
19,1875;19,2125;132,6;139,499
19,2;19,225;133,843;133,8
19,2125;19,2375;146,144;134,697
19,225;19,25;132,986;125,058
19,2375;19,2625;136,604;122,213
19,25;19,275;1943,71;641,141
19,2625;19,2875;1960,31;684,517
19,275;19,3;328,29;306,995
19,2875;19,3125;250,988;235,133
19,3;19,325;236,008;230,869
19,3125;19,3375;199,242;197,248
19,325;19,35;168,848;165,808
19,3375;19,3625;150,251;166,675
19,35;19,375;138,469;143,714
19,3625;19,3875;131,473;135,646
19,375;19,4;134,718;141,133
19,3875;19,4125;118,549;125,202
19,4;19,425;97,3749;118,807
19,4125;19,4375;98,967;117,055
19,425;19,45;112,497;116,801
19,4375;19,4625;131,023;210,208
19,45;19,475;1507,15;1862,77
19,4625;19,4875;1528,48;1887,87
19,475;19,5;354,407;473,463
19,4875;19,5125;313,513;415,76
19,5;19,525;307,083;348,262
19,5125;19,5375;275,263;264,855
19,525;19,55;222,051;221,547
19,5375;19,5625;181,693;219,837
19,55;19,575;152,848;196,799
19,5625;19,5875;157,548;144,603
19,575;19,6;145,159;137,799
19,5875;19,6125;110,628;126,015
19,6;19,625;97,5986;124,28
19,6125;19,6375;95,2535;127,803
19,625;19,65;107,523;110,738
19,6375;19,6625;102,895;101,762
19,65;19,675;162,139;110,4
19,6625;19,6875;2474,69;962,466
19,675;19,7;2479,77;989,959
19,6875;19,7125;271,681;287,793
